material,damping_kg_s,coarse_dt_s,fine_dt_s,samples,duration_s,final_position_rms_m,sampled_max_position_rms_m,final_velocity_rms_m_s,sampled_max_velocity_rms_m_s,final_position_max_m,sampled_max_position_max_m,final_velocity_max_m_s,sampled_max_velocity_max_m_s,final_com_position_difference_m,sampled_max_com_position_difference_m,final_com_velocity_difference_m_s,sampled_max_com_velocity_difference_m_s,final_internal_kinetic_difference_j,sampled_max_internal_kinetic_difference_j,final_body_elastic_difference_j,sampled_max_body_elastic_difference_j,coarse_wall_s,fine_wall_s,coarse_final_com_vy_m_s,fine_final_com_vy_m_s,damping_work_difference_j,coarse_log,fine_log
glass,0,1.25E-05,6.25E-06,51,0.005,5.543595258575092e-07,9.012340368756844e-07,0.034496728097664624,0.03822906737060321,1.7729733456928187e-06,2.545236602813361e-06,0.1071910527185792,0.12187702001294831,2.8319128065907445e-07,2.8319128065907445e-07,0.00012544473581910243,0.0002864303273327762,0.004464068836832199,0.04202460363890874,0.016053766930090002,0.13590731164000003,2.5467181,4.7428666999999995,0.999768530381,0.999643085645,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c0-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c0-dt6.25E-06.txt
glass,0,6.25E-06,3.125E-06,51,0.005,3.510854600589283e-07,3.888746806121082e-07,0.023446569186293828,0.025924796843647444,9.821314699010042e-07,1.1199114263171772e-06,0.06801035931509236,0.09044701363508378,1.7691556975906603e-08,2.8027550805827944e-08,3.334191680748333e-06,7.70480507894522e-05,0.01810223518718769,0.025391902216033775,0.01755692739504,0.056479328220000014,4.7428666999999995,8.2881553,0.999643085645,0.999639751453,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c0-dt6.25E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c0-dt3.125E-06.txt
glass,0,3.125E-06,1.5625E-06,51,0.005,1.6459841539408412e-07,1.6459841539408412e-07,0.007325870333256891,0.010177265122907068,2.942981580498821e-07,6.40320787531623e-07,0.02827735684711132,0.04698833488832463,1.3017753547860113e-08,1.3017753547860113e-08,1.8799434795546688e-06,1.9064683630443113e-05,0.00018371032562237988,0.00943371012922812,0.00012375462179999887,0.02021564280000021,8.2881553,16.6795317,0.999639751453,0.999641631397,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c0-dt3.125E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\glass-c0-dt1.5625E-06.txt
glass,0,1.5625E-06,7.8125E-07,51,0.005,4.403096945361058e-08,4.52998872360311e-08,0.005341012510455581,0.005341012510455581,1.286308213277465e-07,2.465717267030598e-07,0.022554386164923973,0.039174269871411094,4.026579164279789e-09,4.026579164279789e-09,7.148009881774442e-07,4.359225373229414e-06,0.0018257815219213172,0.0024313851447998573,0.0017088755546199996,0.012210087530000191,16.6795317,31.8196055,0.999641631397,0.999642346198,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\glass-c0-dt1.5625E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\glass-c0-dt7.8125E-07.txt
glass,10000,1.25E-05,6.25E-06,51,0.005,1.511033383170715e-06,1.778263910017782e-06,0.08226726196187628,0.08226726196187628,4.007439663694656e-06,5.261534702094561e-06,0.2720909161178727,0.2720909161178727,1.3365129060926e-06,1.3365129060926e-06,0.000497490801481093,0.0008397910569737377,0.0246003384373841,0.11155973192155923,0.07526380454119999,0.4050163872699999,2.6322208000000002,4.780176900000001,0.783298926457,0.782801435655,0.01307205659999866,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c10000-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c10000-dt6.25E-06.txt
glass,10000,6.25E-06,3.125E-06,51,0.005,1.1498927724307262e-06,1.1498927724307262e-06,0.04716976998205956,0.06719790615509731,3.0169706170812827e-06,3.957381984720509e-06,0.12634063483620117,0.31015703907579106,2.450864601127867e-07,2.450864601127867e-07,0.000106117991289012,0.00045219118013822834,0.07247381324191324,0.10336746728974427,0.078152442751,0.1124759329899998,4.780176900000001,8.776228300000001,0.782801435655,0.782695317664,0.007911327000002188,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c10000-dt6.25E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c10000-dt3.125E-06.txt
glass,10000,3.125E-06,1.5625E-06,51,0.005,4.075427121941665e-07,4.506143828246916e-07,0.044953087269288705,0.048822020658642266,1.4443712065825842e-06,2.520606064787545e-06,0.12589269062004704,0.27418776687544055,4.965228584752693e-08,4.965228584752693e-08,1.8769083968250833e-05,0.0002831384647399293,0.006822968363805748,0.053926533039936136,0.007938354299,0.10897202909000026,8.776228300000001,15.899705299999999,0.782695317664,0.78267654858,0.003518849299997129,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\glass-c10000-dt3.125E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\glass-c10000-dt1.5625E-06.txt
glass,10000,1.5625E-06,7.8125E-07,51,0.005,2.29611933761203e-07,2.29611933761203e-07,0.02980174449844744,0.033923142437763724,6.2587618894609e-07,1.5125902956270032e-06,0.1171276424156249,0.19340374970448604,1.4341709558655943e-08,1.4341709558655943e-08,4.798014961227004e-06,5.666082810557027e-05,0.0199155986608385,0.020947293015647822,0.019991736804999993,0.021023431166199993,15.899705299999999,30.9815481,0.78267654858,0.782671750565,0.0006905356000004303,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\glass-c10000-dt1.5625E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\glass-c10000-dt7.8125E-07.txt
iron,0,1.25E-05,6.25E-06,51,0.005,2.3201252098517606e-07,2.3478793613483338e-07,0.007360488842386061,0.011773679237742836,4.5920059826842774e-07,6.187927172884855e-07,0.017847671503288177,0.03351341090616211,2.4688638670337255e-09,6.544592740073858e-08,2.5190825073018175e-05,9.560489816179407e-05,0.0005684898968754976,0.015550039103611529,0.01240546989522,0.1907883291100001,2.554716,4.5712293,0.999986232605,0.99996104178,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c0-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c0-dt6.25E-06.txt
iron,0,6.25E-06,3.125E-06,51,0.005,1.0955311755690709e-07,1.2676658942208806e-07,0.005951572179197946,0.007034710810157987,2.933076675148971e-07,3.6857289487102207e-07,0.022465602782123728,0.028413351924916563,3.5948492271061652e-09,1.6302937822215008e-08,5.083235569025568e-06,2.107402509238243e-05,0.004813580928161838,0.009916152938417445,0.0021956159499999985,0.05717546142999996,4.5712293,9.0119349,0.99996104178,0.999955958544,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c0-dt6.25E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c0-dt3.125E-06.txt
iron,0,3.125E-06,1.5625E-06,51,0.005,3.1210734304585506e-08,4.068975215815945e-08,0.003468136883816611,0.003709464185238632,1.0541931483309952e-07,1.454559920288645e-07,0.013541719338577271,0.02170065595721518,2.800773594166884e-09,4.113601451225669e-09,5.251311429033123e-07,4.859763910458614e-06,0.002183683380463314,0.0035758085865198845,0.0019132314080000015,0.011493528569999967,9.0119349,17.1170287,0.999955958544,0.999955433413,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c0-dt3.125E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\iron-c0-dt1.5625E-06.txt
iron,0,1.5625E-06,7.8125E-07,51,0.005,1.1480899890878161e-08,1.2445217932577072e-08,0.0018881592171938247,0.0018881592171938247,4.8652132017545924e-08,6.720141851952444e-08,0.016506521973892796,0.020829072498093175,8.988925560925828e-10,1.0336258178578302e-09,5.3893349893918696e-08,1.3445479020157691e-06,0.000957426259497688,0.0009780917894279886,0.0009296709470999996,0.01286358458999981,17.1170287,31.5193963,0.999955433413,0.99995537952,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\iron-c0-dt1.5625E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\iron-c0-dt7.8125E-07.txt
iron,10000,1.25E-05,6.25E-06,51,0.005,3.444937460218723e-07,6.238636050238488e-07,0.030826507892580502,0.03131434055618533,1.5926953019773649e-06,1.5926953019773649e-06,0.11292432867862578,0.13836240765609137,5.716745874167345e-08,5.716745874167345e-08,3.968444777857627e-05,0.00017992261144206267,0.05397487903105624,0.05397487903105624,0.045977237116600005,0.5748066142299999,2.5955437999999997,4.5218876,0.855674217177,0.85563453273,0.009491163100008748,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c10000-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c10000-dt6.25E-06.txt
iron,10000,6.25E-06,3.125E-06,51,0.005,3.2994020415835265e-07,3.7419396806286486e-07,0.026502056583315822,0.026502056583315822,1.0136152286954747e-06,1.5539958663490783e-06,0.10676707784453898,0.14549170281384294,7.6152204536847e-08,7.6152204536847e-08,2.2285662915733084e-05,9.442321116270858e-05,0.02081426856160727,0.048205934289635,0.029102051915599995,0.16398749467000062,4.5218876,8.882766,0.85563453273,0.855612247067,0.0015330800000015188,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c10000-dt6.25E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c10000-dt3.125E-06.txt
iron,10000,3.125E-06,1.5625E-06,51,0.005,1.9242624414493672e-07,1.9242624414493672e-07,0.014590362190850964,0.01813539191688238,6.066422329198407e-07,6.169114922655039e-07,0.06388768869638095,0.09505281248502595,8.812030395091364e-09,1.0124676236289435e-08,7.283348682718405e-06,1.817016130378768e-05,0.0179205222194712,0.0179205222194712,0.015187026745399998,0.09511944726999921,8.882766,15.7886038,0.855612247067,0.855604963718,0.0004760819999916066,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\iron-c10000-dt3.125E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\iron-c10000-dt1.5625E-06.txt
iron,10000,1.5625E-06,7.8125E-07,51,0.005,9.132950833762766e-08,9.132950833762766e-08,0.011809512007121653,0.012435379893805158,2.469528039283908e-07,4.385620837876747e-07,0.05228142914727907,0.06597473503759943,3.956930037969686e-09,3.956930037969686e-09,4.609991884896303e-07,1.5504602934146572e-05,0.0026673447836670916,0.01092196180316296,0.0022528033925000024,0.033848737879999646,15.7886038,33.490786299999996,0.855604963718,0.855605424717,0.00021139209999887498,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\iron-c10000-dt1.5625E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\iron-c10000-dt7.8125E-07.txt
oak,0,1.25E-05,6.25E-06,51,0.005,2.495592230836846e-06,3.5280236810168053e-06,0.12425993304958677,0.15003661440822708,4.864410826366239e-06,1.160832886751284e-05,0.3429260177202381,0.45789350664597406,5.923124963809825e-07,5.923124963809825e-07,0.00021882635212555623,0.000775109308353783,0.16669982265992497,0.1920715190852792,0.1567408593542,0.2020304823968,2.3988932,4.3487667000000005,0.993567499725,0.993348673373,0.0,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt6.25E-06.txt
