material,experiment,voxel_size_m,dt_s,steps,stiffness_n_m,damping_kg_s,maximum_compression_m,gravity_m_s2,gap_m,speed_m_s,exit_code,elapsed_s,commit,dirty_source,started_utc,command,log,summary,balance-P,balance-L,balance-E,normal-loss,impact-loss,support-impulse-y,final-COM-vy,contact-energy,compliance-loss,max_modeled_compression_m,max_step_energy_residual_j,solver_wall_s,newton_iterations,linear_iterations,tested_code_commit
iron,damped-25us,0.04,0.000025,200,100000000,10000,0.005,0,0.001,1,0,1.6535268,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:10.6050421Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.000025 --steps 200 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\iron-damped-25us.txt,balance-P=2.32292905852e-08 balance-L=1.58479747599e-11 balance-E=-1.02278363556e-08 normal-loss=0 impact-loss=0 support-impulse-y=955.722723892 final-COM-vy=0.855625334739 contact-energy=0 compliance-loss=68.7859713599,2.32292905852e-08,1.58479747599e-11,-1.02278363556e-08,0,0,955.722723892,0.855625334739,0,68.7859713599,0.000385621594688,5.84543258242e-09,1.6250049,364,7320,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,damped-12.5us,0.04,0.0000125,400,100000000,10000,0.005,0,0.001,1,0,2.5870017,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:43:05.5289922Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.0000125 --steps 400 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-fine\iron-damped-12.5us.txt,balance-P=2.53834287599e-08 balance-L=1.21889731486e-11 balance-E=1.16000222761e-08 normal-loss=0 impact-loss=0 support-impulse-y=955.74790039 final-COM-vy=0.855674217177 contact-energy=0 compliance-loss=68.8236358122,2.53834287599e-08,1.21889731486e-11,1.16000222761e-08,0,0,955.74790039,0.855674217177,0,68.8236358122,0.000385012227363,3.52064510878e-09,2.538802,712,8986,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,elastic-50us,0.04,0.00005,100,100000000,0,0.005,0,0.001,1,0,1.1334148,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:06.3226197Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.00005 --steps 100 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\iron-elastic-50us.txt,balance-P=4.9487883622e-09 balance-L=4.7774200905e-12 balance-E=-2.48934384217e-09 normal-loss=0 impact-loss=0 support-impulse-y=1030.07379909 final-COM-vy=0.999984922833 contact-energy=0 compliance-loss=0,4.9487883622e-09,4.7774200905e-12,-2.48934384217e-09,0,0,1030.07379909,0.999984922833,0,0,0.000449752771334,8.11353464882e-10,1.1058393000000002,177,5482,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,elastic-25us,0.04,0.000025,200,100000000,0,0.005,0,0.001,1,0,1.5940403,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:07.4571167Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.000025 --steps 200 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\iron-elastic-25us.txt,balance-P=1.37015534973e-09 balance-L=2.55872860815e-12 balance-E=2.23138840738e-09 normal-loss=0 impact-loss=0 support-impulse-y=1030.05743605 final-COM-vy=0.999953152468 contact-energy=0 compliance-loss=0,1.37015534973e-09,2.55872860815e-12,2.23138840738e-09,0,0,1030.05743605,0.999953152468,0,0,0.000450358719576,7.71194663685e-10,1.5643465,348,6972,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,elastic-12.5us,0.04,0.0000125,400,100000000,0,0.005,0,0.001,1,0,2.4956517,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:43:03.0325384Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.0000125 --steps 400 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-fine\iron-elastic-12.5us.txt,balance-P=2.09215614591e-08 balance-L=1.29781860123e-11 balance-E=4.14388523495e-10 normal-loss=0 impact-loss=0 support-impulse-y=1030.0744737 final-COM-vy=0.999986232605 contact-energy=0 compliance-loss=0,2.09215614591e-08,1.29781860123e-11,4.14388523495e-10,0,0,1030.0744737,0.999986232605,0,0,0.000450266410615,3.63087337973e-10,2.4500306,709,8906,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,loaded-50us,0.04,0.00005,400,100000000,10000,0.005,9.81,0,0,0,4.7859335,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:12.2592615Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.00005 --steps 400 --gap 0 --speed 0 --gravity 9.81 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\iron-loaded-50us.txt,balance-P=2.74960214025e-09 balance-L=1.450049955e-11 balance-E=-6.93264889939e-13 normal-loss=0 impact-loss=0 support-impulse-y=101.178210769 final-COM-vy=0.00024698877884 contact-energy=0.00433427297774 compliance-loss=0.00518382688958,2.74960214025e-09,1.450049955e-11,-6.93264889939e-13,0,0,101.178210769,0.00024698877884,0.00433427297774,0.00518382688958,3.48235525249e-06,4.90578623854e-13,4.7290793,828,25135,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,loaded-25us,0.04,0.000025,800,100000000,10000,0.005,9.81,0,0,0,7.2674793,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:17.0458780Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.000025 --steps 800 --gap 0 --speed 0 --gravity 9.81 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\iron-loaded-25us.txt,balance-P=3.67640546232e-09 balance-L=2.05750162851e-11 balance-E=-4.32373754855e-13 normal-loss=0 impact-loss=0 support-impulse-y=101.171977467 final-COM-vy=0.000234886237927 contact-energy=0.00432102103203 compliance-loss=0.00518415916323,3.67640546232e-09,2.05750162851e-11,-4.32373754855e-13,0,0,101.171977467,0.000234886237927,0.00432102103203,0.00518415916323,3.48168836428e-06,5.8979543389e-13,7.1887305999999995,1618,32335,58546cbbcd3696db409124b9f353c231db0ae0e4
iron,loaded-12.5us,0.04,0.0000125,1600,100000000,10000,0.005,9.81,0,0,0,10.5593892,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:43:08.1167940Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode compliant --voxel-size 0.04 --dt 0.0000125 --steps 1600 --gap 0 --speed 0 --gravity 9.81 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-fine\iron-loaded-12.5us.txt,balance-P=2.45529179814e-08 balance-L=7.82953216956e-11 balance-E=3.37150966867e-12 normal-loss=0 impact-loss=0 support-impulse-y=101.170471353 final-COM-vy=0.00023196193563 contact-energy=0.00431813909417 compliance-loss=0.00518424509002,2.45529179814e-08,7.82953216956e-11,3.37150966867e-12,0,0,101.170471353,0.00023196193563,0.00431813909417,0.00518424509002,3.48144404119e-06,1.19030969248e-12,10.42638,3197,38572,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,damped-50us,0.04,0.00005,100,100000000,10000,0.005,0,0.001,1,0,1.4018173,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:41:51.5811583Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.00005 --steps 100 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\oak-damped-50us.txt,balance-P=6.68358362367e-12 balance-L=7.83046550585e-14 balance-E=-6.75015598972e-14 normal-loss=0 impact-loss=0 support-impulse-y=81.4669330258 final-COM-vy=0.778346728048 contact-energy=0 compliance-loss=8.5060708695,6.68358362367e-12,7.83046550585e-14,-6.75015598972e-14,0,0,81.4669330258,0.778346728048,0,8.5060708695,9.34568021104e-05,2.71236798226e-12,1.37894,261,6919,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,damped-25us,0.04,0.000025,200,100000000,10000,0.005,0,0.001,1,0,1.9863723,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:41:52.9838086Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.000025 --steps 200 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\oak-damped-25us.txt,balance-P=2.0548913575e-10 balance-L=5.49443036231e-13 balance-E=-1.33400845925e-10 normal-loss=0 impact-loss=0 support-impulse-y=81.3163285701 final-COM-vy=0.775059174048 contact-energy=0 compliance-loss=8.74878578812,2.0548913575e-10,5.49443036231e-13,-1.33400845925e-10,0,0,81.3163285701,0.775059174048,0,8.74878578812,9.21564317834e-05,3.89713150639e-10,1.9530513,504,8667,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,damped-12.5us,0.04,0.0000125,400,100000000,10000,0.005,0,0.001,1,0,2.421662,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:49.6690678Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.0000125 --steps 400 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-fine\oak-damped-12.5us.txt,balance-P=4.96146413318e-09 balance-L=3.7649739538e-12 balance-E=-9.99646587729e-10 normal-loss=0 impact-loss=0 support-impulse-y=81.1963276355 final-COM-vy=0.77243966611 contact-energy=0 compliance-loss=8.7988661686,4.96146413318e-09,3.7649739538e-12,-9.99646587729e-10,0,0,81.1963276355,0.77243966611,0,8.7988661686,9.25351009358e-05,3.4472635857e-10,2.3766944,706,7640,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,elastic-50us,0.04,0.00005,100,100000000,0,0.005,0,0.001,1,0,1.40051,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:41:48.2724642Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.00005 --steps 100 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\oak-elastic-50us.txt,balance-P=5.03195208556e-13 balance-L=7.82510193722e-15 balance-E=5.68434188608e-14 normal-loss=0 impact-loss=0 support-impulse-y=91.4502742523 final-COM-vy=0.996273702167 contact-energy=0 compliance-loss=0,5.03195208556e-13,7.82510193722e-15,5.68434188608e-14,0,0,91.4502742523,0.996273702167,0,0,0.000121344853927,7.15871806278e-13,1.3780506000000001,256,6859,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,elastic-25us,0.04,0.000025,200,100000000,0,0.005,0,0.001,1,0,1.9067894,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:41:49.6737324Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.000025 --steps 200 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\oak-elastic-25us.txt,balance-P=1.16573064822e-09 balance-L=2.07154131437e-12 balance-E=-1.5971224343e-09 normal-loss=0 impact-loss=0 support-impulse-y=91.4073344521 final-COM-vy=0.995336366633 contact-energy=0 compliance-loss=0,1.16573064822e-09,2.07154131437e-12,-1.5971224343e-09,0,0,91.4073344521,0.995336366633,0,0,0.00012071610924,1.0670293954e-09,1.878436,450,7732,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,elastic-12.5us,0.04,0.0000125,400,100000000,0,0.005,0,0.001,1,0,2.4526777,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:42:47.2156469Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.0000125 --steps 400 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-fine\oak-elastic-12.5us.txt,balance-P=3.45426088433e-09 balance-L=2.56398463138e-12 balance-E=-1.26703270098e-09 normal-loss=0 impact-loss=0 support-impulse-y=91.3263017989 final-COM-vy=0.993567499725 contact-energy=0 compliance-loss=0,3.45426088433e-09,2.56398463138e-12,-1.26703270098e-09,0,0,91.3263017989,0.993567499725,0,0,0.000120500680008,1.6898277222e-10,2.4082641,703,7607,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,loaded-50us,0.04,0.00005,400,100000000,10000,0.005,9.81,0,0,0,4.6401309,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:41:54.9708566Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.00005 --steps 400 --gap 0 --speed 0 --gravity 9.81 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\oak-loaded-50us.txt,balance-P=1.12542739596e-08 balance-L=5.51515104029e-11 balance-E=1.93867071376e-14 normal-loss=0 impact-loss=0 support-impulse-y=8.98803241999 final-COM-vy=3.16275405168e-07 contact-energy=4.04444878644e-05 compliance-loss=5.7866728271e-05,1.12542739596e-08,5.51515104029e-11,1.93867071376e-14,0,0,8.98803241999,3.16275405168e-07,4.04444878644e-05,5.7866728271e-05,2.86863452467e-07,2.16294646582e-14,4.583662400000001,896,24855,58546cbbcd3696db409124b9f353c231db0ae0e4
oak,loaded-25us,0.04,0.000025,800,100000000,10000,0.005,9.81,0,0,0,6.7099303,97ffcb848964c2aa24467f82bd5a406d9b0ce1a2,True,2026-09-05T03:41:59.6118705Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --dt 0.000025 --steps 800 --gap 0 --speed 0 --gravity 9.81 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005,C:\Users\henry\dev\banjo-integration\build\compliance-matrix\oak-loaded-25us.txt,balance-P=3.38635076146e-09 balance-L=1.07104321746e-11 balance-E=4.99026885895e-14 normal-loss=0 impact-loss=0 support-impulse-y=8.98801138424 final-COM-vy=-1.42595497587e-07 contact-energy=4.04414159894e-05 compliance-loss=5.78699757915e-05,3.38635076146e-09,1.07104321746e-11,4.99026885895e-14,0,0,8.98801138424,-1.42595497587e-07,4.04414159894e-05,5.78699757915e-05,2.8600425872e-07,2.45638381055e-14,6.6332724,1704,29454,58546cbbcd3696db409124b9f353c231db0ae0e4
