"scale","material","experiment","voxel_size_m","dt_s","steps","restitution","exit_code","elapsed_s","tested_commit","recorded_head","recorded_dirty_source","started_utc","command","summary"
"coarse","iron","event-quarter-step","0.12","0.0005","4","1","0","0.2328715","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:05:51.2502655Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode events --voxel-size 0.12 --dt 0.0005 --steps 4 --gap 0.001 --speed 1 --restitution 1","balance-P=4.95462018081e-08 balance-L=1.82605022488e-11 balance-E=-2.78380981649e-08 normal-loss=0 impact-loss=-1.15982386984e-16 support-impulse-y=632.834756543 final-COM-vy=0.230580064113"
"coarse","iron","event-loss","0.12","0.002","1","0.3","2","0.041266","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:05:51.4840092Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode events --voxel-size 0.12 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 0.3","advance_failure=event location last_trial_accepted=1 last_velocity_residual=3.31604687377e-13"
"full","glass","free","0.04","0.002","1","1","0","0.0808009","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:05:59.6192405Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material glass --case free --step-mode raw --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","balance-P=1.59040988632e-13 balance-L=1.14296830053e-12 balance-E=-4.35562697021e-12 normal-loss=0 impact-loss=0 support-impulse-y=0 final-COM-vy=-0.1"
"full","glass","raw-floor","0.04","0.002","1","1","0","0.0534308","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:05:59.7188687Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material glass --case floor --step-mode raw --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","balance-P=9.04020928606e-12 balance-L=8.13693912194e-13 balance-E=-6.42330633127e-12 normal-loss=81.4177738574 impact-loss=0 support-impulse-y=162.835547715 final-COM-vy=-0.00472676747107"
"full","glass","event-floor","0.04","0.002","1","1","2","15.2336571","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:05:59.7731980Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material glass --case floor --step-mode events --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","advance_failure=trial budget last_trial_accepted=1 last_velocity_residual=9.75030893289e-15"
"full","glass","event-half-step","0.04","0.001","2","1","2","0.0303066","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:15.0087431Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material glass --case floor --step-mode events --voxel-size 0.04 --dt 0.001 --steps 2 --gap 0.001 --speed 1 --restitution 1","advance_failure=minimum step or loss limit last_trial_accepted=1 last_velocity_residual=1.51394958143e-11"
"full","glass","event-quarter-step","0.04","0.0005","4","1","2","12.1806187","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:15.0398931Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material glass --case floor --step-mode events --voxel-size 0.04 --dt 0.0005 --steps 4 --gap 0.001 --speed 1 --restitution 1","advance_failure=trial budget last_trial_accepted=1 last_velocity_residual=1.12016197196e-16"
"full","glass","event-loss","0.04","0.002","1","0.3","2","1.5720031","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:27.2215469Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material glass --case floor --step-mode events --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 0.3","advance_failure=event location last_trial_accepted=1 last_velocity_residual=3.42785264398e-12"
"full","oak","free","0.04","0.002","1","1","0","0.0627934","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:28.7945063Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case free --step-mode raw --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","balance-P=1.29771347395e-13 balance-L=5.85764441654e-14 balance-E=-1.90070181816e-13 normal-loss=0 impact-loss=0 support-impulse-y=0 final-COM-vy=-0.1"
"full","oak","raw-floor","0.04","0.002","1","1","0","0.0357678","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:28.8581943Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode raw --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","balance-P=4.21765810176e-12 balance-L=7.41357877105e-14 balance-E=-1.56319401867e-12 normal-loss=22.7289578957 impact-loss=0 support-impulse-y=45.4579157913 final-COM-vy=-0.00769633998952"
"full","oak","event-floor","0.04","0.002","1","1","2","14.3708372","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:28.8946848Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode events --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","advance_failure=trial budget last_trial_accepted=1 last_velocity_residual=6.02467388619e-14"
"full","oak","event-half-step","0.04","0.001","2","1","2","0.0254145","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:43.2662853Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode events --voxel-size 0.04 --dt 0.001 --steps 2 --gap 0.001 --speed 1 --restitution 1","advance_failure=minimum step or loss limit last_trial_accepted=1 last_velocity_residual=7.77935563414e-12"
"full","oak","event-quarter-step","0.04","0.0005","4","1","2","11.3498151","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:43.2923825Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode events --voxel-size 0.04 --dt 0.0005 --steps 4 --gap 0.001 --speed 1 --restitution 1","advance_failure=trial budget last_trial_accepted=1 last_velocity_residual=4.43554053049e-13"
"full","oak","event-loss","0.04","0.002","1","0.3","2","1.585412","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:54.6429397Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode events --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 0.3","advance_failure=event location last_trial_accepted=1 last_velocity_residual=1.58763145831e-13"
"full","iron","free","0.04","0.002","1","1","0","0.0718389","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:56.2294124Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case free --step-mode raw --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","balance-P=5.49511904097e-13 balance-L=2.27302957117e-12 balance-E=-8.95283847058e-12 normal-loss=0 impact-loss=0 support-impulse-y=0 final-COM-vy=-0.1"
"full","iron","raw-floor","0.04","0.002","1","1","0","0.0396742","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:56.3020666Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode raw --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","balance-P=2.37029090599e-11 balance-L=4.39960488472e-13 balance-E=-1.59730006999e-11 normal-loss=256.249433291 impact-loss=0 support-impulse-y=512.498866582 final-COM-vy=-0.00493536769938"
"full","iron","event-floor","0.04","0.002","1","1","2","15.0945827","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:06:56.3424553Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode events --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 1","advance_failure=trial budget last_trial_accepted=1 last_velocity_residual=8.55861036443e-13"
"full","iron","event-half-step","0.04","0.001","2","1","2","0.0220714","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:07:11.4380637Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode events --voxel-size 0.04 --dt 0.001 --steps 2 --gap 0.001 --speed 1 --restitution 1","advance_failure=minimum step or loss limit last_trial_accepted=1 last_velocity_residual=1.40686671835e-11"
"full","iron","event-quarter-step","0.04","0.0005","4","1","2","11.9552034","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:07:11.4608799Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode events --voxel-size 0.04 --dt 0.0005 --steps 4 --gap 0.001 --speed 1 --restitution 1","advance_failure=trial budget last_trial_accepted=1 last_velocity_residual=8.05129883807e-17"
"full","iron","event-loss","0.04","0.002","1","0.3","2","0.6761125","dc49f1293dd656bac3a33e717e1a9bd29555bf5d","343c8ca46d21b9284913974143543df003675ef1","True","2026-09-05T03:07:23.4170977Z","C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material iron --case floor --step-mode events --voxel-size 0.04 --dt 0.002 --steps 1 --gap 0.001 --speed 1 --restitution 0.3","advance_failure=event location last_trial_accepted=1 last_velocity_residual=2.63090419569e-12"
