material,damping_kg_s,coarse_dt_s,fine_dt_s,time_s,position_rms_m,velocity_rms_m_s,position_max_m,velocity_max_m_s,com_position_difference_m,com_velocity_difference_m_s,internal_kinetic_difference_j,body_elastic_difference_j
glass,10000,6.25E-06,3.125E-06,0.001,4.2181336019976486e-16,1.1457464802209288e-10,2.385082656164473e-15,1.1832186619461814e-09,7.897267243328896e-17,3.207436287644069e-13,9.154197676416251e-19,7.917640207232e-19
glass,10000,6.25E-06,3.125E-06,0.0011,1.3410699723184106e-07,0.025500782984061384,5.677678558968502e-07,0.1398564209305697,2.2743925150343915e-09,2.8619116782646614e-05,0.009322609462844356,0.0007378035799998628
glass,10000,6.25E-06,3.125E-06,0.0012,1.9100600239924164e-07,0.03186699336382606,1.4565127523097354e-06,0.16392045673485245,1.8034448552584085e-09,0.0002101105353292665,0.0168125100897486,0.08574483081999995
glass,10000,6.25E-06,3.125E-06,0.0013,2.49007471287058e-07,0.03348827513000923,1.0940250914359684e-06,0.1811130924895897,1.1732737203659663e-09,9.170656502113794e-05,0.0081670633181435,0.02837809912999978
glass,10000,6.25E-06,3.125E-06,0.0014,2.9107971749487e-07,0.03347980464043317,1.0032577847929325e-06,0.14515357859757747,7.502186177626644e-09,0.00045219118013822834,0.013510469679483633,0.07950262636000005
glass,10000,6.25E-06,3.125E-06,0.0015,3.186743868114555e-07,0.035876710971923166,9.841851174169358e-07,0.12541150088555442,4.087795454996851e-08,0.0003508149743786104,0.0006479972757604119,0.1124759329899998
glass,10000,6.25E-06,3.125E-06,0.0016,3.4894642490838196e-07,0.037455439745754875,1.5666268930736305e-06,0.1401216690270199,6.931120120575764e-08,0.00021409981572173553,0.0021017390691751014,0.060743872089999984
glass,10000,6.25E-06,3.125E-06,0.0017,3.6636253249690895e-07,0.040154115786227754,1.1856359156403595e-06,0.23517782426924394,8.662655072173148e-08,0.00011404041034335233,0.02159582732065818,0.050924251623999994
glass,10000,6.25E-06,3.125E-06,0.0018,3.825680946134235e-07,0.0436448707241109,1.1584076334281157e-06,0.16153073525870335,9.449111574026843e-08,0.00010611799246951215,0.0017913488586713822,0.0038872806799999937
glass,10000,6.25E-06,3.125E-06,0.0019,4.370230482375857e-07,0.04248395745865569,1.1424235870049494e-06,0.11508154993256953,8.387931649104542e-08,0.00010611799263837707,0.031865278309062384,0.03754390784799999
glass,10000,6.25E-06,3.125E-06,0.002,5.011301726077057e-07,0.03806392993120812,2.250010362692123e-06,0.1352440871596826,7.326751721081423e-08,0.0001061179926370448,0.043993481907381005,0.04967211144700001
glass,10000,6.25E-06,3.125E-06,0.0021,4.785442830080144e-07,0.04488021142565477,2.5534702832452627e-06,0.13790098117262706,6.265571791876524e-08,0.00010611799298265723,0.0019884880069817312,0.0036901415360000023
glass,10000,6.25E-06,3.125E-06,0.0022,4.774250235170055e-07,0.045952549830891296,1.233022837217266e-06,0.2364868124559053,5.204391858117975e-08,0.00010611799409865341,0.041935184843597845,0.047613814385999986
glass,10000,6.25E-06,3.125E-06,0.0023,4.434545189878489e-07,0.053053551357029535,1.8116000262968779e-06,0.2552809821632078,4.1432119152521284e-08,0.00010611799459114835,0.04035344047299111,0.03467481094099999
glass,10000,6.25E-06,3.125E-06,0.0024,5.705012577162921e-07,0.045493020637176015,1.58411320928516e-06,0.1895356403495635,3.0820319712912374e-08,0.00010611799486026641,0.032844555734134334,0.0271659261997
glass,10000,6.25E-06,3.125E-06,0.0025,5.005338292829606e-07,0.05292059411312224,1.645435693198305e-06,0.2789196432161084,2.0208520209877637e-08,0.00010611799499404828,0.026290766391191517,0.031969395922000016
glass,10000,6.25E-06,3.125E-06,0.0026,6.808591429737994e-07,0.04142747848283958,1.6275743618676675e-06,0.1283525801780564,9.596720733351643e-09,0.00010611799481807793,0.028155299780674437,0.022476670249000005
glass,10000,6.25E-06,3.125E-06,0.0027,5.848108608289924e-07,0.04825761523351852,1.6705729281862869e-06,0.11691224771921109,1.0150787579737136e-09,0.00010611799492776797,0.01823469174851708,0.023913321281999994
glass,10000,6.25E-06,3.125E-06,0.0028,5.959620463134625e-07,0.04750860013641984,2.4616887261963427e-06,0.11671390553094951,1.1626878186767704e-08,0.00010611799391679888,0.05380875434353931,0.048130124813
glass,10000,6.25E-06,3.125E-06,0.0029,6.793010015983364e-07,0.04632444459533051,1.496123834283279e-06,0.1259585131505082,2.223867741671902e-08,0.00010611799134130351,0.024082577127906096,0.018403947590799996
glass,10000,6.25E-06,3.125E-06,0.003,5.967142516656003e-07,0.051569827584389896,1.8497182631859893e-06,0.2481181529231915,3.285047653408949e-08,0.0001061179905039733,0.09115780584455939,0.085479176312
glass,10000,6.25E-06,3.125E-06,0.0031,6.911450130574655e-07,0.048183194192963553,1.918217621193071e-06,0.12966809086046827,4.3462275582701216e-08,0.00010611799057591575,0.04678039599314962,0.041101766462000006
glass,10000,6.25E-06,3.125E-06,0.0032,6.570748870014579e-07,0.05477126053884748,1.4186547129204587e-06,0.17071914695407409,5.407407466660372e-08,0.00010611799049686788,0.010952406827285738,0.005273777300000004
glass,10000,6.25E-06,3.125E-06,0.0033,6.182468938132638e-07,0.05253638345985506,1.4702085905244192e-06,0.16287565533088222,6.468587375726216e-08,0.00010611799082360651,0.08242289851087191,0.07674426898699999
glass,10000,6.25E-06,3.125E-06,0.0034,5.683760056888623e-07,0.06218302264158825,1.7099648358109842e-06,0.19080257320978644,7.529767290015204e-08,0.00010611799187465465,0.026073577249155155,0.020394947722000012
glass,10000,6.25E-06,3.125E-06,0.0035,6.642920042741785e-07,0.055863342122043504,2.0617604000738865e-06,0.19226108025940325,8.590947216612597e-08,0.00010611799272597366,0.024786373804486617,0.019107744275000005
glass,10000,6.25E-06,3.125E-06,0.0036,6.129759878231797e-07,0.05919219881764104,1.5940087102622735e-06,0.18226728446147145,9.652127146354177e-08,0.00010611799289272916,0.10122795501206813,0.09554932548
glass,10000,6.25E-06,3.125E-06,0.0037,7.335682730753431e-07,0.05411979146000504,1.8000769275893098e-06,0.17492327370294863,1.0713307070360327e-07,0.00010611799180848536,0.054337453966970733,0.060016083501999995
glass,10000,6.25E-06,3.125E-06,0.0038,6.662582670611837e-07,0.059503502244065275,1.4819160633767527e-06,0.21249361549307255,1.1774486989764039e-07,0.0001061179913621757,0.008854391148268081,0.014533020680999986
glass,10000,6.25E-06,3.125E-06,0.0039,6.620060698409522e-07,0.06223563919816165,1.4663841579066343e-06,0.15060746591607302,1.2835666905871776e-07,0.0001061179917101196,0.03372253548281609,0.028043905952000014
glass,10000,6.25E-06,3.125E-06,0.004,5.486468476747416e-07,0.06693333506205268,1.3393372333382244e-06,0.22563849365103517,1.3896846824343074e-07,0.00010611799208881667,0.06881584718930393,0.074494476714
glass,10000,6.25E-06,3.125E-06,0.0041,7.201609088122112e-07,0.06105059089621291,1.6773374697659493e-06,0.16481503209292925,1.495802674516709e-07,0.00010611799201010186,0.043872864491896785,0.038194234976
glass,10000,6.25E-06,3.125E-06,0.0042,7.712499915112501e-07,0.06115117755410108,1.5540036086836295e-06,0.31015703907579106,1.6019206667335518e-07,0.00010611799178839032,0.04070131479969427,0.046379944319
glass,10000,6.25E-06,3.125E-06,0.0043,7.355470046431189e-07,0.06296195785586971,3.4585872632220127e-06,0.20057246203488222,1.7080386589807522e-07,0.00010611799234827579,0.07719160167371367,0.08287023118699999
glass,10000,6.25E-06,3.125E-06,0.0044,9.761305796040466e-07,0.050999468430092995,3.957381984720509e-06,0.1779502656478148,1.814156651005691e-07,0.00010611799198845251,0.008372981135802482,0.014051610650999996
glass,10000,6.25E-06,3.125E-06,0.0045,7.159214800250943e-07,0.06719790615509731,1.6650916957183792e-06,0.17337659937509886,1.9202746427866846e-07,0.00010611799147186574,0.10336746728974427,0.109046096806
glass,10000,6.25E-06,3.125E-06,0.0046,8.332873890319269e-07,0.0593760978939177,1.758502378740312e-06,0.18867612408145318,2.0263926343833637e-07,0.0001061179916543864,0.02864269680516146,0.034321326319000006
glass,10000,6.25E-06,3.125E-06,0.0047,9.499493995601958e-07,0.06376468806285297,1.55634761107379e-06,0.25543067335196346,2.1325106257675391e-07,0.00010611799159576663,0.03637813025676381,0.04205675976790001
glass,10000,6.25E-06,3.125E-06,0.0048,8.997929965570793e-07,0.05764861162753076,2.50997031555463e-06,0.1765511263348728,2.2386286177523626e-07,0.00010611799208226635,0.04035768624525492,0.04603631575800002
glass,10000,6.25E-06,3.125E-06,0.0049,1.0754819176617323e-06,0.052198524477686754,2.9687307644132854e-06,0.21408974856771057,2.3447466095615453e-07,0.00010611799135062938,0.013084933340397398,0.018763562848000015
glass,10000,6.25E-06,3.125E-06,0.005,1.1498927724307262e-06,0.04716976998205956,3.0169706170812827e-06,0.12634063483620117,2.450864601127867e-07,0.000106117991289012,0.07247381324191324,0.078152442751
glass,10000,3.125E-06,1.5625E-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,3.125E-06,1.5625E-06,0.0001,7.636184832866875e-16,0.0,1.3322676295501878e-15,0.0,2.3025933496896783e-16,0.0,0.0,6.03707494083e-19
glass,10000,3.125E-06,1.5625E-06,0.0002,6.551462668235344e-16,1.5509444137339584e-10,1.9847177419611114e-15,1.172876198422231e-09,2.638564544388815e-16,0.0,7.935757444645307e-19,1.14615609825e-19
glass,10000,3.125E-06,1.5625E-06,0.0003,6.424830759083231e-16,1.0812455761198059e-10,2.9519995460250142e-15,1.1566800683832133e-09,2.6538493274328084e-16,2.618455766672135e-16,6.390183936093286e-19,4.958080184600008e-20
glass,10000,3.125E-06,1.5625E-06,0.0004,5.59451483794402e-16,1.277335794086713e-10,2.950751884788054e-15,1.4735304721984262e-09,2.68608070351618e-16,2.435541875787129e-16,2.53997158520746e-19,2.55914312176e-19
glass,10000,3.125E-06,1.5625E-06,0.0005,5.700951999275762e-16,1.220324234899009e-10,1.992055040963135e-15,1.4497983625277997e-09,2.6843366008027817e-16,2.7755575615628914e-16,3.5250493655013294e-19,1.5482199340700002e-19
glass,10000,3.125E-06,1.5625E-06,0.0006,5.895740309223798e-16,1.364351190641816e-10,2.6265340395272015e-15,1.5815403482835967e-09,2.678208720394417e-16,2.237726045655905e-16,2.4360732327939233e-19,2.5656255933099998e-19
glass,10000,3.125E-06,1.5625E-06,0.0007,6.919667818999432e-16,1.4909035492756328e-10,4.080806191902475e-15,1.6234894345799738e-09,2.681389413993707e-16,2.237726045655905e-16,9.236150141469772e-20,4.0400116245399995e-19
glass,10000,3.125E-06,1.5625E-06,0.0008,7.095144757822381e-16,1.6264792127236856e-10,2.1638782380353237e-15,1.8132929229939645e-09,2.695588439151022e-16,2.3055512673781017e-16,3.147624218245232e-19,1.7454381295200007e-19
glass,10000,3.125E-06,1.5625E-06,0.0009,6.566356813171052e-16,1.3915279781766683e-10,2.3120047383720475e-15,1.2948509536874076e-09,2.699573057795931e-16,2.618455766672135e-16,4.2071428835911165e-19,6.455875902300003e-20
glass,10000,3.125E-06,1.5625E-06,0.001,5.924106748454709e-16,1.3237889142598457e-10,2.402942064692233e-15,1.7275531573006734e-09,2.681860326817684e-16,2.1960235281712956e-13,2.384743511416019e-19,2.3930523838600003e-19
glass,10000,3.125E-06,1.5625E-06,0.0011,4.721251250529845e-08,0.00991270331478181,1.928331994777155e-07,0.08809878315203927,7.210347950214672e-10,7.232034311410729e-06,0.0001138982805166111,0.0018663155300000511
glass,10000,3.125E-06,1.5625E-06,0.0012,8.764607232817149e-08,0.016798837395177905,5.742412041570555e-07,0.12093127977478035,6.966307357359281e-10,2.0563881175661436e-06,0.005066375096207276,0.005043681450000115
glass,10000,3.125E-06,1.5625E-06,0.0013,1.1490812835909233e-07,0.022893921730753386,4.170776524148323e-07,0.11319450322628266,4.604177126361052e-10,0.0002831384647399293,0.0033786355540606355,0.09384410835000034
glass,10000,3.125E-06,1.5625E-06,0.0014,1.261908476479176e-07,0.025018475306255457,3.571682641589913e-07,0.14706422583910803,1.791628767653527e-09,4.390966272554975e-06,0.001562425950139501,0.05936394945999979
glass,10000,3.125E-06,1.5625E-06,0.0015,1.44974831608993e-07,0.025231172477303967,7.683180974000776e-07,0.1551654268899288,5.331829012371687e-09,2.7247886926762277e-05,0.002027437935847823,0.10897202909000026
glass,10000,3.125E-06,1.5625E-06,0.0016,1.6217433774429056e-07,0.02610598175807386,4.255692539201217e-07,0.1072755123325877,7.998711795990588e-09,1.5046027043275068e-05,0.0032843785927357677,0.011882655480000004
glass,10000,3.125E-06,1.5625E-06,0.0017,1.8559764745982444e-07,0.026015216845071434,9.206453575327789e-07,0.11844300353902043,9.461932473425406e-09,2.5028082728639767e-05,0.00650530296116969,0.04224564291299998
glass,10000,3.125E-06,1.5625E-06,0.0018,1.779321296108509e-07,0.031338745410002,4.4455675522640676e-07,0.15522500804780726,1.0408782942332441e-08,1.876908393005916e-05,0.0010277386781112618,8.764725900001213e-05
glass,10000,3.125E-06,1.5625E-06,0.0019,1.999948345279046e-07,0.03140411801643722,4.890472659058176e-07,0.10125054163484229,8.531874553857278e-09,1.8769083880654236e-05,0.013669887662259073,0.012554501725
glass,10000,3.125E-06,1.5625E-06,0.002,2.0130466883374703e-07,0.03344248002790009,8.468768984415398e-07,0.20680708301539574,6.654966165165273e-09,1.8769083924841112e-05,0.007837311131093747,0.006721925195000006
glass,10000,3.125E-06,1.5625E-06,0.0021,2.3724108058428806e-07,0.031362047054118415,1.084095757879211e-06,0.12553329482687392,4.778057767908071e-09,1.8769083908187767e-05,0.00902055250396483,0.007905166566999994
glass,10000,3.125E-06,1.5625E-06,0.0022,2.3845469776319036e-07,0.03375215964042998,5.796038414773719e-07,0.2654496445275131,2.901149371951914e-09,1.876908395803678e-05,0.00634649211324001,0.0052311061760000055
glass,10000,3.125E-06,1.5625E-06,0.0023,2.5099518892549755e-07,0.03548565614939298,1.0124741682271399e-06,0.1296205088924487,1.0242409746947264e-09,1.8769084038638972e-05,0.01056018237474965,0.009444796438999994
glass,10000,3.125E-06,1.5625E-06,0.0024,2.86864339258665e-07,0.03272430321062151,8.16191857024029e-07,0.10896621634604176,8.52667421478327e-10,1.876908406983624e-05,0.016704640562734657,0.015589254625400006
glass,10000,3.125E-06,1.5625E-06,0.0025,2.6227133182135174e-07,0.0363757091292366,8.349254773102515e-07,0.12783435020215184,2.729575822096537e-09,1.8769084067837838e-05,0.0037942656015173687,0.0026788796649999946
glass,10000,3.125E-06,1.5625E-06,0.0026,2.9958417780694335e-07,0.032969616465980914,1.5945209465295651e-06,0.10771265271945274,4.6064842253710584e-09,1.8769083969916167e-05,0.0175129618506166,0.016397575912
glass,10000,3.125E-06,1.5625E-06,0.0027,2.832475315483333e-07,0.03735270719624835,2.0362879887547702e-06,0.14791386476102542,6.483392627398748e-09,1.8769083947045573e-05,0.026273897313726674,0.02738928325199999
glass,10000,3.125E-06,1.5625E-06,0.0028,2.9462666846578153e-07,0.03700624768337399,8.327558383008915e-07,0.09037551047686498,8.360301028260923e-09,1.8769084020986426e-05,0.011443600798946602,0.012558986735
glass,10000,3.125E-06,1.5625E-06,0.0029,3.024495368594991e-07,0.038637255822338734,9.964928238404003e-07,0.1258905747289415,1.02372094307494e-08,1.8769084112135737e-05,0.004026001532188184,0.005141387468799996
glass,10000,3.125E-06,1.5625E-06,0.003,3.3544058016000106e-07,0.03556856080047404,9.381212620618307e-07,0.15170169406805356,1.2114117834606684e-08,1.8769084132674863e-05,0.010972969600274246,0.009857583662000013
glass,10000,3.125E-06,1.5625E-06,0.0031,3.3017803206900784e-07,0.03680671201077679,1.0827558201420562e-06,0.11118554782195703,1.399102624139809e-08,1.8769084151548654e-05,0.015009406468125125,0.013894020528000012
glass,10000,3.125E-06,1.5625E-06,0.0032,3.6076555788426846e-07,0.03505589798295903,1.2649816139298498e-06,0.13458074493018102,1.58679346506154e-08,1.876908404052635e-05,0.030712316165870085,0.029596930226999996
glass,10000,3.125E-06,1.5625E-06,0.0033,3.114274289949908e-07,0.041283179657826394,8.740446196392471e-07,0.13037092747423978,1.77448430577795e-08,1.8769084017877802e-05,0.03111362606546922,0.032229012005
glass,10000,3.125E-06,1.5625E-06,0.0034,3.792368898382236e-07,0.035649440995452315,1.316604470752436e-06,0.2295009000866146,1.962175146566188e-08,1.8769084083714027e-05,0.020917337070642472,0.022032723009
glass,10000,3.125E-06,1.5625E-06,0.0035,3.6773630070961944e-07,0.038195668330037943,1.313735369407043e-06,0.11498811272740579,2.149865986611748e-08,1.876908406794886e-05,0.010380267865070875,0.011495653801999989
glass,10000,3.125E-06,1.5625E-06,0.0036,3.5646674942823675e-07,0.04088452387409945,1.5961868781444455e-06,0.1555990596848117,2.3375568264946776e-08,1.8769084084713228e-05,0.026613043751146037,0.02772842968860001
glass,10000,3.125E-06,1.5625E-06,0.0037,3.3742739023883876e-07,0.041557722192935125,9.418617486975367e-07,0.22634677860959462,2.525247666334239e-08,1.8769083992564717e-05,0.008881510886442623,0.009996896824000012
glass,10000,3.125E-06,1.5625E-06,0.0038,3.7093415870897176e-07,0.03975317931420804,9.079077896485753e-07,0.17395646861717062,2.71293850633101e-08,1.8769083965586297e-05,0.038821340894858586,0.039936726833999986
glass,10000,3.125E-06,1.5625E-06,0.0039,3.982877978447008e-07,0.037229984949472134,7.869231711948865e-07,0.1816325586205414,2.9006293465988313e-08,1.8769083977576706e-05,0.01694314869964364,0.018058534636999996
glass,10000,3.125E-06,1.5625E-06,0.004,3.5374083281756085e-07,0.04436473581154058,8.208543767335236e-07,0.1526681590280673,3.0883201868232846e-08,1.876908402065336e-05,0.014862285644157883,0.01597767158000002
glass,10000,3.125E-06,1.5625E-06,0.0041,3.395001277746608e-07,0.04661523665621004,1.403767986241089e-06,0.16950718473134352,3.276011026559847e-08,1.876908406261979e-05,0.002083726151865195,0.003199112085999989
glass,10000,3.125E-06,1.5625E-06,0.0042,4.3478970186827766e-07,0.03720534227130508,1.1565408244551594e-06,0.10648119294308137,3.463701866133779e-08,1.876908401543531e-05,0.003505121661657312,0.004620507595999995
glass,10000,3.125E-06,1.5625E-06,0.0043,3.5636557629728257e-07,0.04163085365099406,2.520606064787545e-06,0.1509838746333586,3.651392705848657e-08,1.876908398212862e-05,0.020018240050706473,0.02113362598400001
glass,10000,3.125E-06,1.5625E-06,0.0044,4.1556447671129934e-07,0.041892947976445334,1.1354225753481255e-06,0.1463164456094197,3.8390835455310093e-08,1.876908389430998e-05,0.05122773939707545,0.0523431253312
glass,10000,3.125E-06,1.5625E-06,0.0045,4.1408334322505413e-07,0.039395406234162024,1.6436756613835701e-06,0.1540120679676945,4.0267743852675716e-08,1.8769083968250833e-05,0.04261138648378651,0.043726772420000004
glass,10000,3.125E-06,1.5625E-06,0.0046,4.506143828246916e-07,0.038906820021248976,1.1776537996721625e-06,0.20311738015604586,4.2144652253510786e-08,1.876908400133548e-05,0.05149191429599262,0.05260730023400001
glass,10000,3.125E-06,1.5625E-06,0.0047,4.0013564068560064e-07,0.04254187716568269,1.0977464755257405e-06,0.15626469302161516,4.4021560653912176e-08,1.876908409836897e-05,0.053926533039936136,0.052811147103
glass,10000,3.125E-06,1.5625E-06,0.0048,3.3850229140692624e-07,0.048318628704444914,1.2638567540787515e-06,0.27418776687544055,4.589846905149464e-08,1.8769084026315497e-05,0.04820751974853853,0.04932290568600001
glass,10000,3.125E-06,1.5625E-06,0.0049,3.47615818651448e-07,0.048822020658642266,2.0367433538892588e-06,0.23793112507115421,4.777537744734238e-08,1.8769083958813937e-05,0.00822021442699053,0.009335600363000018
glass,10000,3.125E-06,1.5625E-06,0.005,4.075427121941665e-07,0.044953087269288705,1.4443712065825842e-06,0.12589269062004704,4.965228584752693e-08,1.8769083968250833e-05,0.006822968363805748,0.007938354299
glass,10000,1.5625E-06,7.8125E-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,1.5625E-06,7.8125E-07,0.0001,1.2262504683064228e-15,0.0,2.0350724194510405e-15,0.0,4.152672347703047e-16,0.0,0.0,1.217408741359e-18
glass,10000,1.5625E-06,7.8125E-07,0.0002,1.0942157352353875e-15,1.2476289815531815e-10,3.285373917885729e-15,1.4230840618291347e-09,5.049145954079006e-16,5.551115123125783e-17,1.3652735592433174e-19,6.58337873997e-19
glass,10000,1.5625E-06,7.8125E-07,0.0003,8.944441222900222e-16,1.1201087053113946e-10,3.891253501863749e-15,2.0689434987317352e-09,5.039043101360668e-16,5.551115123125783e-17,5.800222998908556e-19,4.548250044279999e-19
glass,10000,1.5625E-06,7.8125E-07,0.0004,9.035972015953332e-16,1.3998904634172015e-10,3.889446557953054e-15,2.7449850989914035e-09,5.027955262431402e-16,5.551115123125783e-17,4.387935449073797e-19,5.906722112040001e-19
glass,10000,1.5625E-06,7.8125E-07,0.0005,1.0214136878697524e-15,1.9453243238636762e-10,3.838864519201906e-15,2.907294957073844e-09,5.039225420216186e-16,0.0,1.1190199034529237e-18,7.794873648640001e-19
glass,10000,1.5625E-06,7.8125E-07,0.0006,9.69620019994363e-16,2.071409481159774e-10,6.767367725088344e-15,3.344721112489535e-09,5.011760061683563e-16,5.551115123125783e-17,1.3165093674346359e-18,9.03182698383e-19
glass,10000,1.5625E-06,7.8125E-07,0.0007,9.492374010359385e-16,2.0698435690581961e-10,4.4702205005993436e-15,3.8815911903127845e-09,5.019756199199104e-16,7.850462293418876e-17,1.3322007806622058e-18,8.61844176944e-19
glass,10000,1.5625E-06,7.8125E-07,0.0008,1.0733471294110843e-15,1.8851621321231117e-10,4.50959777161646e-15,4.14525018041326e-09,4.985369654944946e-16,2.2887833992611187e-16,1.0800099428009414e-18,1.1543374703189999e-18
glass,10000,1.5625E-06,7.8125E-07,0.0009,1.0458411159699822e-15,2.0113799599687956e-10,5.79114614558997e-15,4.1441279595831786e-09,4.969680367581573e-16,2.2887833992611187e-16,1.6366149931161985e-18,1.1302451026480002e-18
glass,10000,1.5625E-06,7.8125E-07,0.001,1.0390481779551405e-15,1.9323182356697817e-10,5.235973659727278e-15,3.401057133449506e-09,4.948117345888295e-16,1.7252866695711448e-13,9.894812141752199e-19,1.807170540609e-18
glass,10000,1.5625E-06,7.8125E-07,0.0011,1.2958018799692701e-08,0.003053981635767438,6.786934249046349e-08,0.059782471375999915,1.764535141272368e-10,7.213308270581642e-06,0.00020872294706988925,0.0017010000499997346
glass,10000,1.5625E-06,7.8125E-07,0.0012,2.4950488181335585e-08,0.005619177873889245,1.5693371102631914e-07,0.05774567407042223,1.6720181099103527e-10,4.973772014804645e-06,0.00066036042788431,0.0006991717100000017
glass,10000,1.5625E-06,7.8125E-07,0.0013,3.561689731919725e-08,0.007619443029267865,2.0112396439952995e-07,0.04295575227120647,4.073192607856306e-10,5.666082810557027e-05,0.0030420593151152253,0.015596955509999955
glass,10000,1.5625E-06,7.8125E-07,0.0014,4.382966533653471e-08,0.009723890790570037,1.8255301001413038e-07,0.04838541137243646,3.2400024503643697e-10,1.5003302967858678e-05,0.001500904199786851,0.006592774420000058
glass,10000,1.5625E-06,7.8125E-07,0.0015,5.253051129874685e-08,0.011912633527442549,3.1137882292031627e-07,0.05448581288741228,6.814756692981545e-10,2.7684129925709122e-06,0.00045543112479992653,0.005359400730000186
glass,10000,1.5625E-06,7.8125E-07,0.0016,6.459243650822429e-08,0.013232394839947101,2.2426701299862159e-07,0.05430388108815449,8.407101462477085e-10,1.2193939582516578e-06,0.000749529581446931,0.01821806870999998
glass,10000,1.5625E-06,7.8125E-07,0.0017,6.852675950759241e-08,0.01622770486574102,3.8950597408549115e-07,0.07187520981636086,8.804661964790925e-10,1.0264970593865108e-05,0.0017940233372603087,0.017693299455000033
glass,10000,1.5625E-06,7.8125E-07,0.0018,7.955644929400597e-08,0.017516473083646525,3.929191708246238e-07,0.0890953851924305,1.0119382293922699e-09,4.798014896945091e-06,0.002838404808631345,0.002914542963999983
glass,10000,1.5625E-06,7.8125E-07,0.0019,9.557890344820226e-08,0.016710348125085046,4.908113659385371e-07,0.06714658101715075,5.321367349587675e-10,4.7980149536774874e-06,0.001943584291587086,0.002019722446999994
glass,10000,1.5625E-06,7.8125E-07,0.002,9.891868219657488e-08,0.019012046288048198,3.6598278305155496e-07,0.10691505948225466,5.233523347974911e-11,4.7980149460169486e-06,0.0004344366439480579,0.0003582984880000084
glass,10000,1.5625E-06,7.8125E-07,0.0021,9.515965508088979e-08,0.02243299987961571,2.2547430796049373e-07,0.11684118268485988,4.2746626041410777e-10,4.798014968221409e-06,0.0020465041468853695,0.0021226423009999967
glass,10000,1.5625E-06,7.8125E-07,0.0022,1.0843221681530883e-07,0.02189724177168408,3.0276720442765076e-07,0.1214186099448249,9.072677528960082e-10,4.798014940243789e-06,0.009649113820191721,0.009572975668
glass,10000,1.5625E-06,7.8125E-07,0.0023,1.200569279739581e-07,0.021695586999155563,5.474116784309757e-07,0.08313525460360094,1.3870692434264379e-09,4.798014907603232e-06,0.003739381503103628,0.003663243349000006
glass,10000,1.5625E-06,7.8125E-07,0.0024,1.2438169917193578e-07,0.022495706024694046,4.808693765678829e-07,0.09156471483497464,1.8668707385105395e-09,4.798014893725444e-06,0.013869539597279018,0.013793401443300005
glass,10000,1.5625E-06,7.8125E-07,0.0025,1.268120575218152e-07,0.023901565053463796,3.3304835740497916e-07,0.09124741995497743,2.3466722331609685e-09,4.7980149283644025e-06,0.00197289488906173,0.0020490330450000094
glass,10000,1.5625E-06,7.8125E-07,0.0026,1.250027247031157e-07,0.024562162476836066,3.515510936108468e-07,0.15326715492185217,2.82647372694404e-09,4.798014986651111e-06,0.003844241164394996,0.003768103011999993
glass,10000,1.5625E-06,7.8125E-07,0.0027,1.3537034481602646e-07,0.024837789283737963,3.754228880886072e-07,0.10089074885846572,3.3062752228413076e-09,4.798015009299661e-06,0.0010908409069802782,0.001014702755999991
glass,10000,1.5625E-06,7.8125E-07,0.0028,1.3510880013260837e-07,0.025221697356532746,4.0674522638762304e-07,0.06966594532044211,3.7860767194433075e-09,4.7980149856519105e-06,0.003217425331162649,0.0032935634850000117
glass,10000,1.5625E-06,7.8125E-07,0.0029,1.516221614341902e-07,0.02332930155544945,7.288898289520285e-07,0.08999179197934826,4.265878217617402e-09,4.798014893614422e-06,0.002732781889689284,0.0026566437370999924
glass,10000,1.5625E-06,7.8125E-07,0.003,1.5345952074220246e-07,0.023826399893041274,5.221401705862716e-07,0.1082073144697524,4.745679711217518e-09,4.798014889395574e-06,0.005192332472281791,0.005116194320999995
glass,10000,1.5625E-06,7.8125E-07,0.0031,1.4294902731095878e-07,0.025747306551739468,5.708513815538829e-07,0.08396035492801657,5.2254811999319495e-09,4.7980148553117274e-06,0.002598876787964527,0.002675014935000025
glass,10000,1.5625E-06,7.8125E-07,0.0032,1.4342077846971732e-07,0.027044161809767327,4.6097266996614206e-07,0.15239707705510863,5.705282689872885e-09,4.798014918150351e-06,0.0084490468631154,0.008372908714999988
glass,10000,1.5625E-06,7.8125E-07,0.0033,1.5176186230548713e-07,0.0272015802558071,6.346480470598159e-07,0.1023053061759257,6.185084182016107e-09,4.798014942908324e-06,0.0027341876578194924,0.0028103258019999966
glass,10000,1.5625E-06,7.8125E-07,0.0034,1.782115942532892e-07,0.0237418973526247,1.5125902956270032e-06,0.1088127717163373,6.66488566842661e-09,4.798014860640798e-06,2.3551782400987875e-05,9.968992799999632e-05
glass,10000,1.5625E-06,7.8125E-07,0.0035,1.7380544654755067e-07,0.026083389207173034,6.784300001783095e-07,0.08150477707184989,7.1446871585234005e-09,4.798014861751021e-06,0.005435943162763884,0.005359805016000002
glass,10000,1.5625E-06,7.8125E-07,0.0036,1.8417279525494055e-07,0.025925059268187767,6.012672559210689e-07,0.07323902831533557,7.62448864840335e-09,4.798014848539367e-06,0.009317517377210954,0.009393655522399999
