material,damping_kg_s,coarse_dt_s,fine_dt_s,time_s,position_rms_m,velocity_rms_m_s,position_max_m,velocity_max_m_s,com_position_difference_m,com_velocity_difference_m_s,internal_kinetic_difference_j,body_elastic_difference_j
glass,0,1.25E-05,6.25E-06,0.003,4.484010783256601e-07,0.026789549034778582,1.0586559748282376e-06,0.08465235687733197,3.230180871751937e-08,0.00012544473606768136,0.037222962118155054,0.016705126354180002
glass,0,1.25E-05,6.25E-06,0.0031,4.803736202260331e-07,0.026738666985020216,1.158398314021758e-06,0.07526339484323508,4.484628230463873e-08,0.00012544473623987695,0.01252820562184952,0.033046041386890004
glass,0,1.25E-05,6.25E-06,0.0032,3.109262003485131e-07,0.030561125227763965,9.145531149890029e-07,0.12187702001294831,5.739075593778247e-08,0.0001254447360021782,0.020116189895409094,0.0004016458686999999
glass,0,1.25E-05,6.25E-06,0.0033,6.370321205194873e-07,0.018849167645416606,1.8071591190160774e-06,0.040046195788425096,6.993522955336213e-08,0.0001254447361793698,0.02514780010474142,0.0046299643408
glass,0,1.25E-05,6.25E-06,0.0034,4.592743774725626e-07,0.027306560574149995,1.5407429325708932e-06,0.05260162484984632,8.247970317159809e-08,0.0001254447363715494,0.008649016384392309,0.0291668521499
glass,0,1.25E-05,6.25E-06,0.0035,4.971460794525318e-07,0.026557728238965593,9.000090866176477e-07,0.07959644823826656,9.502417681374071e-08,0.00012544473624942487,0.04202460363890874,0.0215067678758
glass,0,1.25E-05,6.25E-06,0.0036,7.0845427428973e-07,0.016229673195396185,1.470013635401779e-06,0.03825104593055732,1.0756865043094668e-07,0.00012544473566622472,0.0003182769238191767,0.020199558841699997
glass,0,1.25E-05,6.25E-06,0.0037,3.3124988267233944e-07,0.032358054010572,1.0830163746089472e-06,0.1005650796861034,1.2011312402234863e-07,0.000125444735747271,0.003216987044689208,0.0173008487215
glass,0,1.25E-05,6.25E-06,0.0038,6.657819445709143e-07,0.02024886751006304,1.7477863026027496e-06,0.04416311226339542,1.326575976262189e-07,0.00012544473609865658,0.023404971093400822,0.0028871353261
glass,0,1.25E-05,6.25E-06,0.0039,6.330114081164657e-07,0.023854560460504493,1.7788795206585828e-06,0.08515001161571456,1.4520207125231534e-07,0.00012544473630715647,0.023687315180452903,0.04420515094973
glass,0,1.25E-05,6.25E-06,0.004,3.0642949741988535e-07,0.034501781714543815,5.201347438269456e-07,0.0728462690277259,1.5774654483461e-07,0.00012544473582187798,0.021677127600159322,0.0011592918325999992
glass,0,1.25E-05,6.25E-06,0.0041,7.870159266669675e-07,0.0129841670912396,1.608143858633504e-06,0.0310573274020636,1.702910184257951e-07,0.00012544473596465266,0.0072202715055641395,0.013297564260600001
glass,0,1.25E-05,6.25E-06,0.0042,4.542739215632468e-07,0.032473043202238636,1.0074604671339582e-06,0.07809356604213569,1.8283549205644518e-07,0.00012544473619657825,0.0034512299476725967,0.0239690657148
glass,0,1.25E-05,6.25E-06,0.0043,5.352090228543905e-07,0.030163453817644046,1.3678140856621113e-06,0.05471959061087983,1.953799656545692e-07,0.00012544473578668391,0.03616067817384728,0.015642842409800004
glass,0,1.25E-05,6.25E-06,0.0044,8.212116037881304e-07,0.013748521368754875,2.1764722879791254e-06,0.044234749517572884,2.0792443923274388e-07,0.00012544473598197214,0.00882044664359656,0.0293382824084
glass,0,1.25E-05,6.25E-06,0.0045,3.01461150257587e-07,0.03715404550954153,4.474277772203288e-07,0.07134131158864988,2.2046891280007655e-07,0.0001254447357527111,0.011550597336100792,0.0089672384287
glass,0,1.25E-05,6.25E-06,0.0046,7.677425764480123e-07,0.02157671392452156,1.4071293822637276e-06,0.08122514975526007,2.330133863598198e-07,0.00012544473565490044,0.017733974934880825,0.0027838608297999987
glass,0,1.25E-05,6.25E-06,0.0047,7.248560672218388e-07,0.025526775088247577,1.5217087750984959e-06,0.10589062157308315,2.4555785991696097e-07,0.00012544473553932622,0.014493683418192616,0.0350115191841
glass,0,1.25E-05,6.25E-06,0.0048,3.737152980004462e-07,0.03822906737060321,8.849210500966176e-07,0.09783756470776342,2.5810233349231673e-07,0.00012544473585940352,0.024294098013324095,0.0037762622477300004
glass,0,1.25E-05,6.25E-06,0.0049,9.012340368756844e-07,0.013058101609008036,2.545236602813361e-06,0.03156141330226172,2.706468070789482e-07,0.000125444736006175,0.004945680680714168,0.0155721550858
glass,0,1.25E-05,6.25E-06,0.005,5.543595258575092e-07,0.034496728097664624,1.7729733456928187e-06,0.1071910527185792,2.8319128065907445e-07,0.00012544473581910243,0.004464068836832199,0.016053766930090002
glass,0,6.25E-06,3.125E-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0,6.25E-06,3.125E-06,0.0001,3.995827407166859e-16,0.0,6.661338147750939e-16,0.0,7.051209274091117e-17,0.0,0.0,1.647060745237e-19
glass,0,6.25E-06,3.125E-06,0.0002,3.8565890407568974e-16,1.2978747040300992e-10,1.623463929039981e-15,1.242675921613398e-09,8.020283348118308e-17,1.7554167342883506e-16,1.1134297473541805e-18,5.664977242842e-19
glass,0,6.25E-06,3.125E-06,0.0003,3.910934707582632e-16,1.010811452824356e-10,1.5862621070749701e-15,1.4002737940381482e-09,7.901335799282707e-17,2.2887833992611187e-16,9.0677411345029e-19,7.772882273092e-19
glass,0,6.25E-06,3.125E-06,0.0004,4.602039382281709e-16,1.0615252533989692e-10,2.1342936781203964e-15,1.168488264382757e-09,7.917499572140779e-17,2.6766507790745728e-16,8.208375441154004e-19,8.687743525781e-19
glass,0,6.25E-06,3.125E-06,0.0005,4.2957830475303026e-16,1.1445543683699488e-10,1.8323674269418102e-15,1.3253665194087815e-09,7.757889871481818e-17,2.3055512673781017e-16,9.756914837294949e-19,7.1888140692420005e-19
glass,0,6.25E-06,3.125E-06,0.0006,4.295847150889836e-16,1.1234323519177748e-10,1.7633530262579845e-15,1.2521916825931668e-09,7.680611125859263e-17,5.034405433428661e-16,9.111427493048714e-19,7.905876916015999e-19
glass,0,6.25E-06,3.125E-06,0.0007,4.499996560024454e-16,1.0157421185815959e-10,2.979457371221973e-15,1.2743155067597599e-09,7.628410196492185e-17,5.155369359468229e-16,7.277092211304219e-19,9.773306585849999e-19
glass,0,6.25E-06,3.125E-06,0.0008,4.527428558320541e-16,1.1331413290431182e-10,1.6910725702338014e-15,1.2844269666723035e-09,7.78224580345067e-17,4.996003610813204e-16,9.313140607556966e-19,7.737200986296e-19
glass,0,6.25E-06,3.125E-06,0.0009,4.251098103745526e-16,1.1238807656510171e-10,1.438277217113005e-15,1.400978528808156e-09,7.770209280962586e-17,5.3533015581491455e-16,9.484741311561065e-19,7.579514228273001e-19
glass,0,6.25E-06,3.125E-06,0.001,4.222338143976796e-16,1.1430836643285498e-10,2.385082656164473e-15,1.1832187123359883e-09,7.880654586570921e-17,7.550332863779066e-16,9.10721211264774e-19,7.950616653817e-19
glass,0,6.25E-06,3.125E-06,0.0011,1.3579188794842093e-08,0.0028135782365906127,5.262323640968541e-08,0.03339001540720212,3.242245591146901e-09,4.766473635564594e-06,0.00018880865067576885,0.0011299592040000528
glass,0,6.25E-06,3.125E-06,0.0012,2.6911723698424852e-08,0.0029825643391743514,1.0628219519661503e-07,0.020947273127000177,4.986659732928237e-09,2.2337718712739374e-05,0.0009894656397254273,0.006742495869999754
glass,0,6.25E-06,3.125E-06,0.0013,3.2072255568611453e-08,0.0040892911578111766,1.0035781530803867e-07,0.02765376429616931,4.5774508192122235e-09,3.669345573487082e-05,0.0005961815302292454,0.001800870900000362
glass,0,6.25E-06,3.125E-06,0.0014,4.016000384819998e-08,0.004690701528917155,1.1381669101639957e-07,0.026813769376401488,1.077109428775441e-09,4.09054395963393e-05,0.0015023930105559523,0.056479328220000014
glass,0,6.25E-06,3.125E-06,0.0015,5.509018287184994e-08,0.004723853809051979,1.9748568738653383e-07,0.021822445170201533,5.465463901767332e-09,6.969280917235032e-05,0.000712742472991041,0.012903216249999794
glass,0,6.25E-06,3.125E-06,0.0016,5.6281009972238716e-08,0.005616340357664451,1.2483446819786528e-07,0.025686489958183234,1.3149427139378181e-08,7.70480507894522e-05,0.0018229329108301329,0.011557333860000352
glass,0,6.25E-06,3.125E-06,0.0017,7.292764369117837e-08,0.005535902586044525,3.055720514399951e-07,0.01329905811109322,2.08320722419348e-08,1.7322845131673148e-05,0.006025741185357182,0.0042209380500000115
glass,0,6.25E-06,3.125E-06,0.0018,7.867752029428148e-08,0.005874849400508308,2.010333967255611e-07,0.031192551410496663,2.7852419876538137e-08,2.649105228857973e-05,0.005405156903258306,0.002114586962000009
glass,0,6.25E-06,3.125E-06,0.0019,8.579195165494424e-08,0.00619338749782466,1.8965176427225563e-07,0.025796352794642735,2.8027550805827944e-08,3.3341918030949103e-06,0.00713443743916253,0.0065891296452
glass,0,6.25E-06,3.125E-06,0.002,9.907612796455924e-08,0.007591991401545975,2.6114532111765065e-07,0.034640766179211635,2.769413162250628e-08,3.33419182718675e-06,0.0016569622369591794,0.0011116544441999998
glass,0,6.25E-06,3.125E-06,0.0021,9.060866719298752e-08,0.008790389463558802,2.6801271671428317e-07,0.04268570930590732,2.7360712440377237e-08,3.3341917895501894e-06,0.0024490696819434296,0.0019037618899999942
glass,0,6.25E-06,3.125E-06,0.0022,1.2973668294974954e-07,0.008726756059123566,3.6068101381958595e-07,0.031211427256809587,2.7027293267355493e-08,3.334191801096509e-06,0.0022965046397224326,0.0017511968476200002
glass,0,6.25E-06,3.125E-06,0.0023,1.2226720701600292e-07,0.009887690548928312,4.842049768083445e-07,0.04185933549104193,2.6693874086852754e-08,3.334191798654018e-06,0.008664408077713832,0.009209715870000003
glass,0,6.25E-06,3.125E-06,0.0024,1.0989964459072966e-07,0.01159452012478356,3.591750320497411e-07,0.03413726518485355,2.636045492461882e-08,3.3341916193529997e-06,0.0010461317322457767,0.0005008239394999961
glass,0,6.25E-06,3.125E-06,0.0025,1.6306618945301467e-07,0.010612172297050592,6.077480136923441e-07,0.0224231387089085,2.6027035771654817e-08,3.334191504555939e-06,0.007141063773906227,0.007686371568100002
glass,0,6.25E-06,3.125E-06,0.0026,1.02951707635071e-07,0.01371654235446373,2.812312369436679e-07,0.035021177264082055,2.5693616617904766e-08,3.33419157549919e-06,0.001011002788462733,0.0004656949952999978
glass,0,6.25E-06,3.125E-06,0.0027,1.7893062378960505e-07,0.01232767439376441,3.954155447238872e-07,0.035423941232115785,2.5360197459682382e-08,3.3341916478857314e-06,0.005414506280498006,0.004869198486500002
glass,0,6.25E-06,3.125E-06,0.0028,1.893264260525059e-07,0.012522423713929814,3.4709559716935073e-07,0.05391162337345068,2.5026778296852138e-08,3.3341916977347452e-06,0.014741000173458526,0.015286307967599999
glass,0,6.25E-06,3.125E-06,0.0029,1.6159270175352293e-07,0.014467722204116958,3.7524622405701574e-07,0.032882039073305204,2.4693359149539538e-08,3.3341914386086913e-06,0.006812750347343192,0.006267442554700006
glass,0,6.25E-06,3.125E-06,0.003,2.330408399711481e-07,0.012171468687406706,7.46964859466015e-07,0.041197990413061936,2.4359939996887242e-08,3.334191559289934e-06,0.016263935595403366,0.01680924338988
glass,0,6.25E-06,3.125E-06,0.0031,1.7378032621253214e-07,0.015568878805737934,4.088604390364285e-07,0.037641109656706494,2.4026520835276725e-08,3.334191583159729e-06,0.008186079663539398,0.008731387457099997
glass,0,6.25E-06,3.125E-06,0.0032,2.544143355404202e-07,0.011688318538035291,7.690374309865522e-07,0.027199455951866087,2.369310167710855e-08,3.3341915843809744e-06,0.013658106479182683,0.0131127986852
glass,0,6.25E-06,3.125E-06,0.0033,2.526059178422353e-07,0.013861185508376443,5.214895284639721e-07,0.037375550925933476,2.3359682511893062e-08,3.3341917390350417e-06,0.019083190558552267,0.0196284983528
glass,0,6.25E-06,3.125E-06,0.0034,2.662676227165154e-07,0.012363630495502365,6.554805299652244e-07,0.033375522352792036,2.3026263361422723e-08,3.3341915081086526e-06,0.01334535698817579,0.012800049194299997
glass,0,6.25E-06,3.125E-06,0.0035,3.0874171266338023e-07,0.012907567681948987,5.701152260001053e-07,0.05209497511920057,2.2692844222661768e-08,3.334191461257241e-06,0.003298180049459039,0.003843487844300001
glass,0,6.25E-06,3.125E-06,0.0036,2.2288555700932142e-07,0.017744364676418403,8.014659332034046e-07,0.05048238571968,2.235942507360089e-08,3.3341915363083174e-06,0.01337509321693035,0.013920401009900003
glass,0,6.25E-06,3.125E-06,0.0037,3.052423808197936e-07,0.014830125606418389,9.46483446534474e-07,0.036820162542980386,2.202600591727586e-08,3.3341916475526645e-06,0.01983018627087933,0.01928487847862
glass,0,6.25E-06,3.125E-06,0.0038,2.849095047435169e-07,0.01724646284103647,1.0113974412695459e-06,0.047853015920119334,2.1692586766155e-08,3.3341914013051976e-06,0.00746338184242832,0.008008689633199999
glass,0,6.25E-06,3.125E-06,0.0039,2.7452233610647257e-07,0.015681218300438737,7.391948679547067e-07,0.03371154717234981,2.135916762576774e-08,3.3341913880935437e-06,0.013181921182656871,0.012636613392700002
glass,0,6.25E-06,3.125E-06,0.004,3.8856747564731834e-07,0.010492695023775473,7.440719141013286e-07,0.025287504140676324,2.1025748490150972e-08,3.3341914911222403e-06,0.008731963248031521,0.008186655456810002
glass,0,6.25E-06,3.125E-06,0.0041,2.73989268496452e-07,0.017888099625378146,7.812404513585225e-07,0.04144190713432816,2.0692329351715277e-08,3.3341912746287505e-06,0.007818062118515245,0.0083633699106
glass,0,6.25E-06,3.125E-06,0.0042,3.153188458370161e-07,0.017940276323451007,1.1199114263171772e-06,0.03695475766236589,2.0358910224988966e-08,3.3341912191175993e-06,0.01710308887622696,0.016557781083700002
glass,0,6.25E-06,3.125E-06,0.0043,3.4768139450415377e-07,0.018588323265535424,8.923991860476654e-07,0.06446651577621476,2.0025491094142686e-08,3.334191374326778e-06,0.008348742824816395,0.0088940506179
glass,0,6.25E-06,3.125E-06,0.0044,1.8577445944085768e-07,0.023521935697122867,5.746105269655022e-07,0.09044701363508378,1.9692071947033374e-08,3.3341915136597677e-06,0.017000653712509375,0.0164553459201
glass,0,6.25E-06,3.125E-06,0.0045,3.888746806121082e-07,0.0168796730945652,6.962431516278707e-07,0.04044156457262448,1.9358652790599923e-08,3.3341916357843004e-06,0.01124003795541998,0.010694730163
glass,0,6.25E-06,3.125E-06,0.0046,3.1855669859006237e-07,0.02015192486208197,6.415647915489996e-07,0.06766495250840954,1.90252336289623e-08,3.3341916457763077e-06,0.011512609687068128,0.0120579174797
glass,0,6.25E-06,3.125E-06,0.0047,3.0171497439964275e-07,0.020917677885717287,6.346007595339924e-07,0.04219341483557138,1.8691814455832137e-08,3.334191703174838e-06,0.025391902216033775,0.024846594424199998
glass,0,6.25E-06,3.125E-06,0.0048,3.7672777459020264e-07,0.020839760150816965,1.0816820756043288e-06,0.04841813494954163,1.8358395287906143e-08,3.334191531756403e-06,0.02080929200060666,0.021354599793629997
glass,0,6.25E-06,3.125E-06,0.0049,2.072220538162645e-07,0.025924796843647444,5.801011229988884e-07,0.06174710000474137,1.8024976133207415e-08,3.334191458370661e-06,0.003283884565081635,0.0027385767733
glass,0,6.25E-06,3.125E-06,0.005,3.510854600589283e-07,0.023446569186293828,9.821314699010042e-07,0.06801035931509236,1.7691556975906603e-08,3.334191680748333e-06,0.01810223518718769,0.01755692739504
glass,0,3.125E-06,1.5625E-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0,3.125E-06,1.5625E-06,0.0001,7.636184832866875e-16,0.0,1.3322676295501878e-15,0.0,2.3025933496896783e-16,0.0,0.0,6.03707494083e-19
glass,0,3.125E-06,1.5625E-06,0.0002,6.551462668235344e-16,1.5509444137339584e-10,1.9847177419611114e-15,1.172876198422231e-09,2.638564544388815e-16,0.0,7.935757444645307e-19,1.14615609825e-19
glass,0,3.125E-06,1.5625E-06,0.0003,6.424830759083231e-16,1.0812455761198059e-10,2.9519995460250142e-15,1.1566800683832133e-09,2.6538493274328084e-16,2.618455766672135e-16,6.390183936093286e-19,4.958080184600008e-20
glass,0,3.125E-06,1.5625E-06,0.0004,5.59451483794402e-16,1.277335794086713e-10,2.950751884788054e-15,1.4735304721984262e-09,2.68608070351618e-16,2.435541875787129e-16,2.53997158520746e-19,2.55914312176e-19
glass,0,3.125E-06,1.5625E-06,0.0005,5.700951999275762e-16,1.220324234899009e-10,1.992055040963135e-15,1.4497983625277997e-09,2.6843366008027817e-16,2.7755575615628914e-16,3.5250493655013294e-19,1.5482199340700002e-19
glass,0,3.125E-06,1.5625E-06,0.0006,5.895740309223798e-16,1.364351190641816e-10,2.6265340395272015e-15,1.5815403482835967e-09,2.678208720394417e-16,2.237726045655905e-16,2.4360732327939233e-19,2.5656255933099998e-19
glass,0,3.125E-06,1.5625E-06,0.0007,6.919667818999432e-16,1.4909035492756328e-10,4.080806191902475e-15,1.6234894345799738e-09,2.681389413993707e-16,2.237726045655905e-16,9.236150141469772e-20,4.0400116245399995e-19
glass,0,3.125E-06,1.5625E-06,0.0008,7.095144757822381e-16,1.6264792127236856e-10,2.1638782380353237e-15,1.8132929229939645e-09,2.695588439151022e-16,2.3055512673781017e-16,3.147624218245232e-19,1.7454381295200007e-19
glass,0,3.125E-06,1.5625E-06,0.0009,6.566356813171052e-16,1.3915279781766683e-10,2.3120047383720475e-15,1.2948509536874076e-09,2.699573057795931e-16,2.618455766672135e-16,4.2071428835911165e-19,6.455875902300003e-20
glass,0,3.125E-06,1.5625E-06,0.001,5.928109331022597e-16,1.3222243278774627e-10,2.402942064692233e-15,1.7279845136526957e-09,2.685473974803558e-16,5.495323605393213e-16,2.347180855245324e-19,2.41968578017e-19
glass,0,3.125E-06,1.5625E-06,0.0011,5.027051175035976e-09,0.0013798221214323433,5.6438690970030576e-08,0.019425014596493984,8.089633130037603e-10,5.986336494290256e-07,0.00037748062018085407,0.001927212660000066
glass,0,3.125E-06,1.5625E-06,0.0012,8.56263727670608e-09,0.0024474242141114227,4.989789746488145e-08,0.030925794867143433,1.241969929243628e-09,7.003662539584177e-06,0.0003429005605795482,0.008775837580000001
glass,0,3.125E-06,1.5625E-06,0.0013,1.2217616985723812e-08,0.0020807566336007942,9.16100381503401e-08,0.025289302022666747,1.1555142912390369e-09,7.369669260459677e-06,0.00020306563419478143,0.02021564280000021
glass,0,3.125E-06,1.5625E-06,0.0014,1.4943681413885718e-08,0.0021087675771730985,7.085339104317967e-08,0.007927587165081476,2.6432296390726665e-10,1.2027825011459714e-05,0.0003393670723854233,0.0031772487200001365
glass,0,3.125E-06,1.5625E-06,0.0015,1.812346524609527e-08,0.002702434158632369,6.683120723494085e-08,0.01765072745151915,1.3849267271187804e-09,1.9064683630443113e-05,0.0002454528238210636,0.003072429359999518
glass,0,3.125E-06,1.5625E-06,0.0016,2.1072753313169733e-08,0.002862253947615429,9.245281495928737e-08,0.01570375550410635,3.2943082634625467e-09,1.751486135681546e-05,7.627071330081406e-05,0.019635899609999896
glass,0,3.125E-06,1.5625E-06,0.0017,2.5023283737722868e-08,0.0029610180185732846,1.130335853972922e-07,0.016069860073239295,5.166668149304143e-09,3.6414977360177403e-06,0.0015030366842258142,0.018678571789999987
glass,0,3.125E-06,1.5625E-06,0.0018,2.7522706381993095e-08,0.002877046991137034,9.054744018466288e-08,0.008444377679214687,6.9247035529729944e-09,5.2872092237699064e-06,0.0008733834074408815,0.000622741597000015
glass,0,3.125E-06,1.5625E-06,0.0019,2.9466440726021243e-08,0.0034248728265852415,9.494922675431063e-08,0.022001555961051893,7.189928763798838e-09,1.8799435330674186e-06,0.0012766000752808052,0.0015840650281000006
glass,0,3.125E-06,1.5625E-06,0.002,3.636215118467785e-08,0.003887391623343326,1.2471014257386948e-07,0.023489336381794755,7.3779231172816545e-09,1.8799435206329207e-06,0.0004474795523825778,0.00014001459979999867
glass,0,3.125E-06,1.5625E-06,0.0021,3.391296513664318e-08,0.004916570410429462,1.912229963818568e-07,0.034111611534218454,7.56591746566872e-09,1.8799434842176055e-06,0.0008232535789333782,0.0011307185312999998
glass,0,3.125E-06,1.5625E-06,0.0022,4.137818526695734e-08,0.004851021281955222,1.1702381779021265e-07,0.025780107806926425,7.753911815031569e-09,1.8799434657879033e-06,0.0003207393098236741,0.0006282042620600007
glass,0,3.125E-06,1.5625E-06,0.0023,4.171415249887084e-08,0.0043734478974317295,1.5951368702304958e-07,0.014481405017197302,7.941906164719677e-09,1.8799434644556356e-06,0.00043614583206404156,0.00012868087969999942
glass,0,3.125E-06,1.5625E-06,0.0024,4.015652825255922e-08,0.005638461424692209,1.305690738445664e-07,0.025685122411142736,8.129900514299366e-09,1.8799434891025868e-06,0.0027420213256656063,0.003049486278100002
glass,0,3.125E-06,1.5625E-06,0.0025,5.4298727648740434e-08,0.005261426488485508,1.472723113737917e-07,0.03337898747272708,8.31789486149381e-09,1.879943507199222e-06,0.0018634536165611018,0.001555988664399998
glass,0,3.125E-06,1.5625E-06,0.0026,4.787767176909481e-08,0.006252315460640259,1.6266390126529195e-07,0.043352874541579656,8.505889212239015e-09,1.8799435007599286e-06,0.002214973772726437,0.0025224387242000004
glass,0,3.125E-06,1.5625E-06,0.0027,6.350535195578039e-08,0.005378350763132786,1.3709597564494702e-07,0.0322715989313013,8.693883558837148e-09,1.8799434978733487e-06,0.001773939755913695,0.0014664748046
