material,damping_kg_s,dt_s,steps,sample_every,exit_code,elapsed_s,recorded_head,dirty_source,started_utc,command,log,trajectory,summary,executable_sha256,balance-P,balance-L,balance-E,normal-loss,impact-loss,support-impulse-y,final-COM-vy,contact-energy,compliance-loss,solver_wall_s,final_internal_kinetic_j,final_body_elastic_j,trajectory_sha256,tested_code_commit
oak,0,1.25E-05,400,8,0,2.7538673,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:50:21.5467118Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005 --dt 1.25E-05 --steps 400 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt1.25E-05-trajectory.csv --sample-every 8,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt1.25E-05-trajectory.csv,balance-P=3.45426088433e-09 balance-L=2.56398463138e-12 balance-E=-1.26703270098e-09 normal-loss=0 impact-loss=0 support-impulse-y=91.3263017989 final-COM-vy=0.993567499725 contact-energy=0 compliance-loss=0,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,3.45426088433e-09,2.56398463138e-12,-1.26703270098e-09,0,0,91.3263017989,0.993567499725,0,0,2.3988932,0.0573229698839,0.236405259536,01dd7274e67cd63a8d8b07ce62bccc951496922047da581ac4468280fd218d83,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,0,6.25E-06,800,16,0,4.7374392,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:50:24.3013658Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005 --dt 6.25E-06 --steps 800 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt6.25E-06-trajectory.csv --sample-every 16,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt6.25E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt6.25E-06-trajectory.csv,balance-P=2.64188316581e-09 balance-L=1.45344911857e-12 balance-E=-4.46686243549e-10 normal-loss=0 impact-loss=0 support-impulse-y=91.3162772559 final-COM-vy=0.993348673373 contact-energy=0 compliance-loss=0,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,2.64188316581e-09,1.45344911857e-12,-4.46686243549e-10,0,0,91.3162772559,0.993348673373,0,0,4.3487667000000005,0.224022792544,0.0796644001818,6d970d441b972802fa1a2036d0bc5d03431963ca130c5287137b6de910257e85,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,0,3.125E-06,1600,32,0,9.1764406,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:50:29.0396282Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005 --dt 3.125E-06 --steps 1600 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt3.125E-06-trajectory.csv --sample-every 32,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt3.125E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c0-dt3.125E-06-trajectory.csv,balance-P=4.63629192451e-10 balance-L=2.24384372595e-13 balance-E=-4.27426982696e-11 normal-loss=0 impact-loss=0 support-impulse-y=91.3186577943 final-COM-vy=0.993400638341 contact-energy=0 compliance-loss=0,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,4.63629192451e-10,2.24384372595e-13,-4.27426982696e-11,0,0,91.3186577943,0.993400638341,0,0,8.7182658,0.28524946305,0.0160729613844,f54e8c28f0ab5633e2366ab1e0f44f86e4d94493e0cedaf2eb432a9a4e7b8b8f,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,0,1.5625E-06,3200,64,0,16.1348076,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:53:55.7128560Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005 --dt 1.5625E-06 --steps 3200 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c0-dt1.5625E-06-trajectory.csv --sample-every 64,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c0-dt1.5625E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c0-dt1.5625E-06-trajectory.csv,balance-P=1.01630100446e-11 balance-L=1.65814780185e-14 balance-E=-5.57776047572e-13 normal-loss=0 impact-loss=0 support-impulse-y=91.318171509 final-COM-vy=0.993390023199 contact-energy=0 compliance-loss=0,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,1.01630100446e-11,1.65814780185e-14,-5.57776047572e-13,0,0,91.318171509,0.993390023199,0,0,15.583155000000001,0.276583602339,0.0252218952425,e045a4cdba0cb464ba56d62176bb432881db50fed31ecbd4b6e551ba45ea7d3a,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,0,7.8125E-07,6400,128,0,31.3046166,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:54:11.8487553Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 0 --max-compression 0.005 --dt 7.8125E-07 --steps 6400 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c0-dt7.8125E-07-trajectory.csv --sample-every 128,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c0-dt7.8125E-07.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c0-dt7.8125E-07-trajectory.csv,balance-P=1.24649116244e-11 balance-L=3.69823126249e-14 balance-E=-1.33795197144e-11 normal-loss=0 impact-loss=0 support-impulse-y=91.3185646253 final-COM-vy=0.993398604559 contact-energy=0 compliance-loss=0,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,1.24649116244e-11,3.69823126249e-14,-1.33795197144e-11,0,0,91.3185646253,0.993398604559,0,0,30.4686856,0.271163369557,0.03025160853,0b7cb88ff727594f10be7213f9b8ac727e081e092354efdd0620ec1b6039f67f,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,10000,1.25E-05,400,8,0,2.7598643,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:50:38.2168580Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005 --dt 1.25E-05 --steps 400 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt1.25E-05-trajectory.csv --sample-every 8,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt1.25E-05.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt1.25E-05-trajectory.csv,balance-P=4.96146413318e-09 balance-L=3.7649739538e-12 balance-E=-9.99646587729e-10 normal-loss=0 impact-loss=0 support-impulse-y=81.1963276355 final-COM-vy=0.77243966611 contact-energy=0 compliance-loss=8.7988661686,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,4.96146413318e-09,3.7649739538e-12,-9.99646587729e-10,0,0,81.1963276355,0.77243966611,0,8.7988661686,2.4295066000000003,0.160215420144,0.279450123371,52e47f97dd3e1c96244526c224da0b9e18acdc6d03218b76189b9c2603a0e33b,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,10000,6.25E-06,800,16,0,4.7587645,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:50:40.9775039Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005 --dt 6.25E-06 --steps 800 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt6.25E-06-trajectory.csv --sample-every 16,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt6.25E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt6.25E-06-trajectory.csv,balance-P=3.12415694135e-09 balance-L=1.77364252387e-12 balance-E=-2.42669884187e-10 normal-loss=0 impact-loss=0 support-impulse-y=81.117042532 final-COM-vy=0.770708946714 contact-energy=0 compliance-loss=8.82283485369,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,3.12415694135e-09,1.77364252387e-12,-2.42669884187e-10,0,0,81.117042532,0.770708946714,0,8.82283485369,4.3823734000000005,0.341991547624,0.134879658877,25687a7962cc2750c3d6276aa11687f761e8e5c4b098ce35c0babc389aef9ad5,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,10000,3.125E-06,1600,32,0,8.9662904,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:50:45.7371010Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005 --dt 3.125E-06 --steps 1600 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt3.125E-06-trajectory.csv --sample-every 32,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt3.125E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-matrix\oak-c10000-dt3.125E-06-trajectory.csv,balance-P=6.21142291706e-10 balance-L=3.09772152498e-13 balance-E=5.01252372942e-11 normal-loss=0 impact-loss=0 support-impulse-y=81.0900716036 final-COM-vy=0.770120196701 contact-energy=0 compliance-loss=8.82875773188,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,6.21142291706e-10,3.09772152498e-13,5.01252372942e-11,0,0,81.0900716036,0.770120196701,0,8.82875773188,8.5011115,0.134380795195,0.357346327776,10fa4739ef46bfe9b52171072b1fb6ee83fbcc9a25dc94e9454ef2ebf67d61b9,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,10000,1.5625E-06,3200,64,0,16.027775,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:54:43.1543990Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005 --dt 1.5625E-06 --steps 3200 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c10000-dt1.5625E-06-trajectory.csv --sample-every 64,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c10000-dt1.5625E-06.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c10000-dt1.5625E-06-trajectory.csv,balance-P=2.26379005825e-10 balance-L=1.09016010876e-13 balance-E=-2.56576981883e-11 normal-loss=0 impact-loss=0 support-impulse-y=81.0810840564 final-COM-vy=0.769924006985 contact-energy=0 compliance-loss=8.83060686514,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,2.26379005825e-10,1.09016010876e-13,-2.56576981883e-11,0,0,81.0810840564,0.769924006985,0,8.83060686514,15.4733503,0.127907118804,0.368891480493,97dcb68d9069b6bf6dbce95d26164f806e4c30375fd098a1644380ce826e88a4,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
oak,10000,7.8125E-07,6400,128,0,32.8516209,6db149f58b0984421694e8419d3f1bf6f25060a1,True,2026-09-05T03:54:59.1834309Z,C:\Users\henry\dev\banjo-integration\build\win-integration\Release\banjo_solver_probe.exe --material oak --case floor --step-mode compliant --voxel-size 0.04 --gap 0.001 --speed 1 --gravity 0 --normal-stiffness 100000000 --normal-damping 10000 --max-compression 0.005 --dt 7.8125E-07 --steps 6400 --trajectory C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c10000-dt7.8125E-07-trajectory.csv --sample-every 128,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c10000-dt7.8125E-07.txt,C:\Users\henry\dev\banjo-integration\build\trajectory-fine\oak-c10000-dt7.8125E-07-trajectory.csv,balance-P=3.63300565245e-10 balance-L=1.43657478576e-13 balance-E=-3.30580007812e-11 normal-loss=0 impact-loss=0 support-impulse-y=81.079600137 final-COM-vy=0.769891614413 contact-energy=0 compliance-loss=8.8301935128,65190052a50b53dd7f57f4c56afaf26766b93a199c468018d20c8c694581bc60,3.63300565245e-10,1.43657478576e-13,-3.30580007812e-11,0,0,81.079600137,0.769891614413,0,8.8301935128,31.9591033,0.119517208986,0.378837223914,a8a44caee7394389a876e58f61bebabde1ec724108d653b6bb065c7778be9d9b,e5b883e6d5d47dc85a5e1ea42c671d94a83cee99
