material,damping_kg_s,comparison,first_experiment,second_experiment,time_s,position_rms_m,velocity_rms_m_s,position_max_m,velocity_max_m_s,com_position_difference_m,com_velocity_difference_m_s,internal_kinetic_difference_j,body_elastic_difference_j
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0041,1.7536202671367437e-08,0.00458316986404636,1.0342375891547731e-07,0.02588629292736122,3.3075568759785204e-11,4.567737688088158e-08,0.00037401160678762757,0.0003652443580000053
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0042,1.9077882320229097e-08,0.004451532471158661,9.66375016877008e-08,0.020931813237744748,2.850783866809637e-11,4.567719591452857e-08,6.681127378868612e-05,5.8044031000015206e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0043,1.890490618325287e-08,0.004796448750673379,1.0680590208750979e-07,0.027909230847314316,2.3940063798920418e-11,4.567803901789347e-08,7.369926299805041e-05,6.493207800001288e-05
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0044,2.2040219803984477e-08,0.0044434085826502824,7.043385807102283e-08,0.02661674596488763,1.9372267896226642e-11,4.56781532598427e-08,0.000456475768431136,0.00044770863099999336
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0045,2.1072670639886362e-08,0.005101725064724442,7.929163173270304e-08,0.042643552943803585,1.4804468632522284e-11,4.567780476083527e-08,0.0025110486501153106,0.002519815898999994
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0046,2.1965504018557688e-08,0.005320411621242655,8.861086364664318e-08,0.04208646435030056,1.023673767375669e-11,4.567651690212671e-08,0.0012722497167388103,0.001263482335999988
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0047,2.3185453735015164e-08,0.005276681114134718,6.673103022951146e-08,0.03283250329918776,5.669068515056163e-12,4.567679701139582e-08,0.0005133765019110781,0.0005221438619999741
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0048,2.3836564466114393e-08,0.00548625594170007,9.813790930307788e-08,0.03597117733081079,1.1015864961515945e-12,4.567228850671512e-08,0.0003324095099847546,0.0003411771659999896
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.0049,2.5180864104315716e-08,0.005525895675832234,1.0397277715873846e-07,0.028912248498055116,3.4656548495062966e-12,4.567155909018794e-08,0.0023183801016042893,0.0023271476989999984
glass,10000,quality_refinement,adaptive-100,adaptive-10,0.005,2.499287619607167e-08,0.005926341568549764,9.215538421258886e-08,0.02606160498270338,8.032849993883663e-12,4.567259137555624e-08,0.0001653473413048001,0.0001741148069999976
glass,10000,fixed_comparison,adaptive-10,fixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,10000,fixed_comparison,adaptive-10,fixed,0.0001,9.672677970807343e-16,0.0,1.3732700395566711e-15,0.0,5.150936895155249e-16,0.0,0.0,2.04739375744712e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0002,9.171896199635918e-16,7.834857227432894e-11,2.489661208481162e-15,1.4205058230925358e-09,6.16150870091073e-16,5.551115123125783e-17,5.021564822101801e-19,1.37322761938334e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0003,8.749026833425155e-16,1.0452318603867418e-10,2.8812707309937362e-15,2.2713948444056314e-09,6.233191867098198e-16,5.551115123125783e-17,8.93721443113496e-19,1.31579347306512e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0004,8.644396803367614e-16,1.1275035380131028e-10,3.682507016207763e-15,2.3198247273481182e-09,6.235631026817059e-16,8.326672684688674e-17,1.0385966280814335e-18,1.25338792458083e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0005,9.240504308221075e-16,1.4810707540493651e-10,3.515219270996975e-15,3.067777103837189e-09,6.248021086898131e-16,5.20740757162067e-16,1.7838378014252394e-18,1.3878007155938201e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0006,9.029725631763817e-16,1.5700143315047226e-10,5.5015058715799556e-15,3.6014572865587366e-09,6.235993399155125e-16,4.379755957367587e-16,2.0279252143440316e-18,1.48309750189639e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0007,8.806529105839666e-16,1.572963324396818e-10,3.972757644415143e-15,3.2705487329763124e-09,6.229309717545164e-16,4.552252871008668e-16,2.012624029928506e-18,1.48457271608458e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0008,9.598280937671747e-16,1.4704018881704865e-10,4.565517999319921e-15,3.787325384416496e-09,6.202147379674622e-16,6.871957671317179e-16,1.739134072280413e-18,1.8097031657668897e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0009,9.454977917457053e-16,1.657056129597811e-10,5.077620660557215e-15,4.0206746731597806e-09,6.192518302661935e-16,9.371360918460988e-16,2.210677114811139e-18,1.87963981132549e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.001,9.770436234671823e-16,1.4553770772230964e-10,5.678576427667798e-15,3.0010179181486427e-09,6.171173739951275e-16,2.97322581626056e-13,1.7122273311592799e-18,2.4196279781954e-18
glass,10000,fixed_comparison,adaptive-10,fixed,0.0011,4.466951187022491e-09,0.0010209145158286963,2.579945554607943e-08,0.01732813855728313,5.68529002110957e-11,2.942902346148024e-06,4.5430248665018214e-05,0.0007278325499999738
glass,10000,fixed_comparison,adaptive-10,fixed,0.0012,8.417595325104888e-09,0.002050290955561711,6.550932662992846e-08,0.0273959908693366,5.6266648894581616e-11,1.1002674450422134e-06,0.00024403009929865882,2.925075999993254e-05
glass,10000,fixed_comparison,adaptive-10,fixed,0.0013,1.1825507851733963e-08,0.0030445524350533396,9.103059488452927e-08,0.04218292662228591,1.4832824595406537e-10,1.2146920478850465e-05,0.000712121579979047,0.0030964369799999503
glass,10000,fixed_comparison,adaptive-10,fixed,0.0014,1.6191458137045328e-08,0.0035451694152975246,7.155784206847039e-08,0.06118721732528722,1.5809546098556804e-10,1.1715498913669742e-05,7.846340913941763e-05,0.0021461247799998695
glass,10000,fixed_comparison,adaptive-10,fixed,0.0015,1.848181693194368e-08,0.004656770952270295,8.832422912496973e-08,0.0818231927035923,7.970907258890774e-10,5.527344808686774e-06,0.00072801854478792,0.0021591266300000633
glass,10000,fixed_comparison,adaptive-10,fixed,0.0016,2.2412590091473972e-08,0.005235660971743034,1.12770146931246e-07,0.03705482236397788,1.3010159544743863e-09,4.3997830986297615e-06,0.000420487322106769,0.006034249310000073
glass,10000,fixed_comparison,adaptive-10,fixed,0.0017,2.6734013634071415e-08,0.005748205032235917,1.6778995644273067e-07,0.03527910913421647,1.6282296021447184e-09,5.65640246841248e-06,0.00012652412681490866,0.00219235183000005
glass,10000,fixed_comparison,adaptive-10,fixed,0.0018,3.126911240246507e-08,0.00615986778535782,1.413786498457845e-07,0.0356075347724405,1.7917675158245298e-09,7.95521493124357e-09,0.00023923951168228208,2.6840759000001935e-05
glass,10000,fixed_comparison,adaptive-10,fixed,0.0019,3.4324803315015945e-08,0.007348278374128257,1.3086643985994631e-07,0.04826841023690598,1.7909720030803107e-09,7.955322733899252e-09,0.001364729370608303,0.001152330587999989
glass,10000,fixed_comparison,adaptive-10,fixed,0.002,3.584119673777568e-08,0.00870144311570124,1.252783237842836e-07,0.04896979694256203,1.790176498684446e-09,7.954667369247824e-09,0.0007657761574684924,0.0005533772859999952
glass,10000,fixed_comparison,adaptive-10,fixed,0.0021,4.231461731488383e-08,0.008262705711385921,1.98230757780804e-07,0.03618485235346258,1.7893809256585857e-09,7.955712977292423e-09,0.0010576160620647257,0.001270014846000006
glass,10000,fixed_comparison,adaptive-10,fixed,0.0022,4.256790246831195e-08,0.009812039125914614,2.2478651343516703e-07,0.04277649215771695,1.7885853580537343e-09,7.95557975052946e-09,0.002246250923360879,0.0020338521390000086
glass,10000,fixed_comparison,adaptive-10,fixed,0.0023,4.834928094434601e-08,0.010095831650924519,2.4888781433030083e-07,0.05494808003947205,1.7877897708248274e-09,7.956049263846582e-09,0.0016737557412463688,0.001461356982000006
glass,10000,fixed_comparison,adaptive-10,fixed,0.0024,4.807454807562524e-08,0.011667761990747726,2.030237497285814e-07,0.04826358139163349,1.7869941645139616e-09,7.954936487309e-09,0.0038197354941464645,0.003607336655999993
glass,10000,fixed_comparison,adaptive-10,fixed,0.0025,5.5117348882708144e-08,0.011606102811728865,2.9130627529627695e-07,0.07234715143689206,1.786198689879445e-09,7.954406577859346e-09,0.0019337029148896734,0.001721304034000004
glass,10000,fixed_comparison,adaptive-10,fixed,0.0026,5.4572364570439186e-08,0.013020768605383466,2.1795134513835634e-07,0.05855849460409917,1.7854032292311428e-09,7.954921055208943e-09,0.0011967511827597754,0.0014091500099999987
glass,10000,fixed_comparison,adaptive-10,fixed,0.0027,6.128637172898179e-08,0.01295940599310426,4.030643286911939e-07,0.04714690860309412,1.7846077393093786e-09,7.954803038501432e-09,0.0023890842352601027,0.0021766853690000088
glass,10000,fixed_comparison,adaptive-10,fixed,0.0028,6.390259744146934e-08,0.013936786084087958,1.7495984266188037e-07,0.08133097442803242,1.7838119749760433e-09,7.958766201632444e-09,0.0021216878317730503,0.002334086382
glass,10000,fixed_comparison,adaptive-10,fixed,0.0029,6.336482908337451e-08,0.015163141046919673,2.535866690592248e-07,0.07357870266444222,1.7830161253973113e-09,7.95865140457169e-09,0.0015554378046031547,0.0013430392659000007
glass,10000,fixed_comparison,adaptive-10,fixed,0.003,7.00498834414638e-08,0.014536223660097786,3.779140091419997e-07,0.04199252954322674,1.7822205321714063e-09,7.954875314020343e-09,0.0007483921620611844,0.0005359930130000023
glass,10000,fixed_comparison,adaptive-10,fixed,0.0031,7.202666435818727e-08,0.01554391124340978,3.4615482213951054e-07,0.05247680131052346,1.7814250611892988e-09,7.954596759063456e-09,0.001499704203064639,0.0017121033699999955
glass,10000,fixed_comparison,adaptive-10,fixed,0.0032,7.331163435020507e-08,0.016526964868295205,4.2630359403661444e-07,0.06795093608735514,1.780629592328162e-09,7.95466770231473e-09,0.0028936304374042876,0.0026812312650000003
glass,10000,fixed_comparison,adaptive-10,fixed,0.0033,7.706014854284928e-08,0.016817920399984858,2.3328988021931174e-07,0.08117459832484386,1.779834085804552e-09,7.954120695430489e-09,0.0021278311337775135,0.0023402301830000027
glass,10000,fixed_comparison,adaptive-10,fixed,0.0034,8.105222708102538e-08,0.016914194811350477,3.864281177545781e-07,0.06129599828969478,1.7790387025953866e-09,7.953988356845955e-09,0.005407989752246045,0.005195590732999994
glass,10000,fixed_comparison,adaptive-10,fixed,0.0035,8.243115895484028e-08,0.018196676622735636,3.418662658238869e-07,0.05418796683668126,1.7782432976208642e-09,7.954168768087463e-09,0.004685411511627768,0.0044730125490000106
glass,10000,fixed_comparison,adaptive-10,fixed,0.0036,9.123353547979554e-08,0.017549861579951954,3.306438424166558e-07,0.10488464437146172,1.777447863264461e-09,7.954390368603162e-09,0.0046731229472999625,0.004460723981000003
glass,10000,fixed_comparison,adaptive-10,fixed,0.0037,8.832374867039666e-08,0.018563860068855957,3.214317422975926e-07,0.07976123128550228,1.776652413187128e-09,7.954325531578524e-09,0.0013924139513443456,0.0016048128080000112
